source,country,country_name,product_id,product_name,product_code,search_text,emission_factor_per_meur,co2_per_meur,ch4_per_meur,n2o_per_meur,output_meur,unit,base_year,gwp_version,data_quality,tier
EXIOBASE,TW,台灣,82,Paraffin Waxes,C_PARW,Paraffin Waxes 台灣,0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,83,Petroleum Coke,C_PETC,石油焦 Petroleum Coke petroleum coke 石化 台灣,179089.76318308598,178202.632092681,23.47431793658457,0.8673592006814581,18.0991491233,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,84,Non-specified Petroleum Products,C_NSPP,Non-specified Petroleum Products 台灣,179089.7526762628,178202.62163790307,23.47431655943082,0.867359149795022,227.025453708,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,85,Nuclear fuel,C_NUCF,Nuclear fuel 台灣,177407.03267105934,175817.26653898755,11.112403578103915,4.824976724093872,1.49519690267,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,86,"Plastics, basic",C_PLAS,"塑膠原料 Plastics, basic 塑膠 plastic 樹脂 化工 台灣",400349.9639776565,398441.1668603717,3.9235334176284025,6.788445968268652,32532.2957094,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,87,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",C_PLAW,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,88,N-fertiliser,C_NFER,氮肥 N-fertiliser nitrogen fertilizer 肥料 化工 台灣,130627.73586237316,129870.82291018328,13.578690140072036,1.4215457670485403,4.34585016969,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,89,P- and other fertiliser,C_PFER,磷肥及其他肥料 P- and other fertiliser phosphorus fertilizer 肥料 化工 台灣,333345.7045178623,332276.0670909052,4.874629418420271,3.5213124650618504,837.640567841,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,90,Chemicals nec,C_CHEM,其他化學品 Chemicals nec 化學品 chemicals 化工 台灣,143606.796494447,143087.18926272364,3.2893809495371835,1.6132247740992078,80118.7817328,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,91,Charcoal,C_CHAR,Charcoal 台灣,0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,92,Additives/Blending Components,C_ADDC,Additives/Blending Components 台灣,0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,93,Biogasoline,C_BIOG,Biogasoline 台灣,143606.796748006,143087.1895153651,3.2893809553543942,1.6132247769470425,49.7038101491,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,94,Biodiesels,C_BIOD,Biodiesels 台灣,0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,95,Other Liquid Biofuels,C_OBIO,Other Liquid Biofuels 台灣,143606.79682148818,143087.1895885805,3.28938095703155,1.6132247777765825,120.818058813,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,96,Rubber and plastic products (25),C_RUBP,塑橡膠製品 Rubber and plastic products (25) 塑膠 plastic 橡膠 rubber 製造業 台灣,9282.93702456036,9255.606734910678,0.0560914272080026,0.0972065271239888,27989.9330047,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,97,Glass and glass products,C_GLAS,玻璃製品 Glass and glass products 玻璃 glass 製造業 台灣,170200.5137386832,169537.1355190988,11.909871189950191,1.2449125519462751,2928.00621504,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,98,"Secondary glass for treatment, Re-processing of secondary glass into new glass",C_GLAW,"Secondary glass for treatment, Re-processing of secondary glass into new glass 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,99,Ceramic goods,C_CRMC,陶瓷製品 Ceramic goods 陶瓷 ceramic 製造業 台灣,3686159.8818854815,3669238.015189024,13.087864301565007,62.47323206042758,586.148033828,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,100,"Bricks, tiles and construction products, in baked clay",C_BRIK,"磚瓦 Bricks, tiles and construction products, in baked clay 磚 tiles 建材 製造業 台灣",9087360.213197997,9046409.679871194,51.75405411009553,149.06196155364998,43.4315900841,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,101,"Cement, lime and plaster",C_CMNT,"水泥石灰 Cement, lime and plaster 水泥 cement 製造業 台灣",1013900.652276501,1009454.5168710494,14.484229610123856,15.247460288181474,1859.02674983,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,102,"Ash for treatment, Re-processing of ash into clinker",C_ASHW,"Ash for treatment, Re-processing of ash into clinker 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,103,Other non-metallic mineral products,C_ONMM,Other non-metallic mineral products 台灣,315072.76040888694,313629.83221324,11.692652676711024,4.209561964902092,11000.2189003,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,104,Basic iron and steel and of ferro-alloys and first products thereof,C_STEL,鋼鐵 Basic iron and steel and of ferro-alloys and first products thereof 鐵 steel iron 鋼材 製造業 台灣,65306.782692064,64933.775010253325,7.859906734975338,0.5770954461560974,71744.7571404,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,105,"Secondary steel for treatment, Re-processing of secondary steel into new steel",C_STEW,"Secondary steel for treatment, Re-processing of secondary steel into new steel 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,106,Precious metals,C_PREM,Precious metals 台灣,7171.22324354128,7058.128343287217,3.728598363569348,0.03280809839291,1629.34734269,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,107,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",C_PREW,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,108,Aluminium and aluminium products,C_ALUM,鋁製品 Aluminium and aluminium products 鋁 aluminum 製造業 台灣,34615.84213797003,34440.43643631589,3.417508652645228,0.3008130542644148,6095.69118313,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,109,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",C_ALUW,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium 台灣",0.0,0.0,0.0,0.0,0.0,kg CO2e/M.EUR,2022,AR5,Medium,3
EXIOBASE,TW,台灣,110,"Lead, zinc and tin and products thereof",C_LZTP,"Lead, zinc and tin and products thereof 台灣",88398.91099345442,87709.55179374365,7.771342683085342,1.7802324701297916,943.648756495,kg CO2e/M.EUR,2022,AR5,Medium,3
