source,country,country_name,product_id,product_name,product_code,emission_factor_per_meur,unit,base_year,tier
EXIOBASE,GB,英國,22,Other Bituminous Coal,C_OTBC,228345.3272139425,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,23,Sub-Bituminous Coal,C_SUBC,37153.74521525721,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,24,Patent Fuel,C_PATF,228345.39157689112,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,25,Lignite/Brown Coal,C_LIBC,37153.745264740646,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,26,BKB/Peat Briquettes,C_BKBP,37153.74508105949,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,27,Peat,C_PEAT,37153.74506378178,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,28,"Crude petroleum and services related to crude oil extraction, excluding surveying",C_COIL,174982.9902735471,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,29,"Natural gas and services related to natural gas extraction, excluding surveying",C_GASE,515626.0859797376,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,30,Natural Gas Liquids,C_GASL,515798.3100704522,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,31,Other Hydrocarbons,C_OGPL,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,32,Uranium and thorium ores (12),C_ORAN,37153.745051781865,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,33,Iron ores,C_IRON,188464.25684575443,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,34,Copper ores and concentrates,C_COPO,37153.74506201405,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,35,Nickel ores and concentrates,C_NIKO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,36,Aluminium ores and concentrates,C_ALUO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,37,Precious metal ores and concentrates,C_PREO,49629385.69554269,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,38,"Lead, zinc and tin ores and concentrates",C_LZTO,385065.8601542514,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,39,Other non-ferrous metal ores and concentrates,C_ONFO,37156.81382808129,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,40,Stone,C_STON,45270.37102460591,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,41,Sand and clay,C_SDCL,45282.428126254286,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,42,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",C_CHMF,34633.61582195246,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,43,Products of meat cattle,C_PCAT,58018.04335268883,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,44,Products of meat pigs,C_PPIG,48695.12455041956,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,45,Products of meat poultry,C_PPLT,33495.52563605247,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,46,Meat products nec,C_POME,29149.7250338326,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,47,products of Vegetable oils and fats,C_VOIL,80975.42244319891,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,48,Dairy products,C_DAIR,42526.32200912434,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,49,Processed rice,C_RICE,67685.20563182418,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,50,Sugar,C_SUGR,62145.35654298472,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,51,Food products nec,C_OFOD,35586.03749863896,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,52,Beverages,C_BEVR,72121.28673236111,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,53,Fish products,C_FSHP,106311.62556287264,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,54,Tobacco products (16),C_TOBC,32567.201618771727,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,55,Textiles (17),C_TEXT,25709.903431698647,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,56,Wearing apparel; furs (18),C_GARM,133182.42380648924,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,57,Leather and leather products (19),C_LETH,19919.735325815735,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,58,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),C_WOOD,121590.91122559491,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,59,"Wood material for treatment, Re-processing of secondary wood material into new wood material",C_WOOW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,60,Pulp,C_PULP,50029.49163048357,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,61,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",C_PAPR,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,62,Paper and paper products,C_PAPE,39948.97468981087,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,63,Printed matter and recorded media (22),C_MDIA,42101.48077875136,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,64,Coke Oven Coke,C_COKE,1217588.9969827554,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,65,Gas Coke,C_GCOK,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,66,Coal Tar,C_COTA,1164359.878761264,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,67,Motor Gasoline,C_MGSL,241617.53532001036,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,68,Aviation Gasoline,C_AGSL,241811.18510688003,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,69,Gasoline Type Jet Fuel,C_GJET,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,70,Kerosene Type Jet Fuel,C_KJET,42179.00954973614,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,71,Kerosene,C_KERO,234622.00661530523,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,72,Gas/Diesel Oil,C_DOIL,236914.87271333675,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,73,Heavy Fuel Oil,C_FOIL,231544.77435269585,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,74,Refinery Gas,C_RGAS,242227.7668110128,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,75,Liquefied Petroleum Gases (LPG),C_LPGA,238089.24298172872,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,76,Refinery Feedstocks,C_REFF,240339.8984230001,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,77,Ethane,C_ETHA,234281.5290157298,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,78,Naphtha,C_NAPT,236090.81918564692,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,79,White Spirit & SBP,C_WHSP,243372.50147783192,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,80,Lubricants,C_LUBR,239249.07831337443,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,81,Bitumen,C_BITU,236883.8464010601,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,82,Paraffin Waxes,C_PARW,241223.75265839332,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,83,Petroleum Coke,C_PETC,243145.1590583721,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,84,Non-specified Petroleum Products,C_NSPP,241308.86724032328,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,85,Nuclear fuel,C_NUCF,4057.203490700576,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,86,"Plastics, basic",C_PLAS,41210.683259326805,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,87,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",C_PLAW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,88,N-fertiliser,C_NFER,1017820.4008706908,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,89,P- and other fertiliser,C_PFER,325936.16895941,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,90,Chemicals nec,C_CHEM,44689.465906291545,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,91,Charcoal,C_CHAR,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,92,Additives/Blending Components,C_ADDC,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,93,Biogasoline,C_BIOG,44609.85908117773,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,94,Biodiesels,C_BIOD,44554.90327256532,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,95,Other Liquid Biofuels,C_OBIO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,96,Rubber and plastic products (25),C_RUBP,31130.298877384997,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,97,Glass and glass products,C_GLAS,115565.60692492804,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,98,"Secondary glass for treatment, Re-processing of secondary glass into new glass",C_GLAW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,99,Ceramic goods,C_CRMC,120466.1120500644,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,100,"Bricks, tiles and construction products, in baked clay",C_BRIK,70810.61081191376,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,101,"Cement, lime and plaster",C_CMNT,374008.3026696046,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,102,"Ash for treatment, Re-processing of ash into clinker",C_ASHW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,103,Other non-metallic mineral products,C_ONMM,91848.3595065827,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,104,Basic iron and steel and of ferro-alloys and first products thereof,C_STEL,264733.8546215793,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,105,"Secondary steel for treatment, Re-processing of secondary steel into new steel",C_STEW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,106,Precious metals,C_PREM,29803.97823867209,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,107,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",C_PREW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,108,Aluminium and aluminium products,C_ALUM,30001.52268626185,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,109,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",C_ALUW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,110,"Lead, zinc and tin and products thereof",C_LZTP,27109.16041121882,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,111,"Secondary lead for treatment, Re-processing of secondary lead into new lead",C_LZTW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,112,Copper products,C_COPP,52437.60293139708,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,113,"Secondary copper for treatment, Re-processing of secondary copper into new copper",C_COPW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,114,Other non-ferrous metal products,C_ONFM,40513.96498451921,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,115,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",C_ONFW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,116,Foundry work services,C_METC,169166.65038621402,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,117,"Fabricated metal products, except machinery and equipment (28)",C_FABM,28292.79386405419,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,118,Machinery and equipment n.e.c. (29),C_MACH,24371.87069244026,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,119,Office machinery and computers (30),C_OFMA,22167.761993869568,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,120,Electrical machinery and apparatus n.e.c. (31),C_ELMA,20589.33210094404,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,121,"Radio, television and communication equipment and apparatus (32)",C_RATV,23346.94031814677,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,122,"Medical, precision and optical instruments, watches and clocks (33)",C_MEIN,22077.556973734885,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,123,"Motor vehicles, trailers and semi-trailers (34)",C_MOTO,20057.29388199891,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,124,Other transport equipment (35),C_OTRE,26195.44112941295,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,125,Furniture; other manufactured goods n.e.c. (36),C_FURN,44808.17149791348,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,126,Secondary raw materials,C_RYMS,20330.18629915668,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,127,"Bottles for treatment, Recycling of bottles by direct reuse",C_BOTW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,128,Electricity by coal,C_POWC,6941641.01971418,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,129,Electricity by gas,C_POWG,1178135.3608080577,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,130,Electricity by nuclear,C_POWN,2585.874166756896,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,131,Electricity by hydro,C_POWH,44545.68115535617,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,132,Electricity by wind,C_POWW,3181607.2450026567,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,133,Electricity by petroleum and other oil derivatives,C_POWP,978813.329023302,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,134,Electricity by biomass and waste,C_POWB,1316180.335267582,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,135,Electricity by solar photovoltaic,C_POWS,15802188.36206975,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,136,Electricity by solar thermal,C_POWE,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,137,"Electricity by tide, wave, ocean",C_POWO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,138,Electricity by Geothermal,C_POWM,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,139,Electricity nec,C_POWZ,971183.9963549318,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,140,Transmission services of electricity,C_POWT,7.948845663132904,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,141,Distribution and trade services of electricity,C_POWD,1239.9707249948412,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,142,Coke oven gas,C_COOG,496175.0953852704,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,143,Blast Furnace Gas,C_MBFG,496198.5087299756,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,144,Oxygen Steel Furnace Gas,C_MOSG,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,145,Gas Works Gas,C_MGWG,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,146,Biogas,C_MBIO,495859.7014772069,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,147,Distribution services of gaseous fuels through mains,C_GASD,496216.6466890712,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,148,Steam and hot water supply services,C_HWAT,1378454.734709378,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,149,"Collected and purified water, distribution services of water (41)",C_WATR,3592.0941078141523,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,150,Construction work (45),C_CONS,10255.604094689392,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,151,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",C_CONW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,152,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",C_TDMO,11112.023037810835,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,153,Retail trade services of motor fuel,C_TDFU,694812.2848233989,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,154,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",C_TDWH,37661.04345257595,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,155,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",C_TDRT,10009.116648130172,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,156,Hotel and restaurant services (55),C_HORE,22996.86545509278,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,157,Railway transportation services,C_TRAI,110834.83984547554,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,158,Other land transportation services,C_TLND,10979.705611868245,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,159,Transportation services via pipelines,C_TPIP,1674952.7965672326,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,160,Sea and coastal water transportation services,C_TWAS,966089.0701130974,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,161,Inland water transportation services,C_TWAI,4990323.408119346,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,162,Air transport services (62),C_TAIR,1066453.2867897602,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,163,Supporting and auxiliary transport services; travel agency services (63),C_TAUX,5136.102298627339,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,164,Post and telecommunication services (64),C_PTEL,6178.076806826707,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,165,"Financial intermediation services, except insurance and pension funding services (65)",C_FINT,6818.969913844488,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,166,"Insurance and pension funding services, except compulsory social security services (66)",C_FINS,3297.402845458586,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,167,Services auxiliary to financial intermediation (67),C_FAUX,5654.456331647922,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,168,Real estate services (70),C_REAL,7073.612743306557,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,169,Renting services of machinery and equipment without operator and of personal and household goods (71),C_MARE,22142.27150522928,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,170,Computer and related services (72),C_COMP,19777.725292744024,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,171,Research and development services (73),C_RESD,45779.52664785661,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,172,Other business services (74),C_OBUS,13715.467979476429,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,173,Public administration and defence services; compulsory social security services (75),C_PADF,4465.61820503083,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,174,Education services (80),C_EDUC,6015.001623411199,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,175,Health and social work services (85),C_HEAL,7084.92876354135,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,176,Food waste for treatment: incineration,C_INCF,25234.9541248503,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,177,Paper waste for treatment: incineration,C_INCP,29259.23781834798,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,178,Plastic waste for treatment: incineration,C_INCL,2284935.718706488,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,179,Intert/metal waste for treatment: incineration,C_INCM,1693126.547755598,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,180,Textiles waste for treatment: incineration,C_INCT,2535253.449365,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,181,Wood waste for treatment: incineration,C_INCW,37843.92698300904,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,182,Oil/hazardous waste for treatment: incineration,C_INCO,327020.7737791487,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,183,Food waste for treatment: biogasification and land application,C_BIOF,57494.89105101999,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,184,Paper waste for treatment: biogasification and land application,C_BIOP,170350.80572078069,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,185,Sewage sludge for treatment: biogasification and land application,C_BIOS,7830.12002175754,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,186,Food waste for treatment: composting and land application,C_COMF,5378.645226624329,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,187,Paper and wood waste for treatment: composting and land application,C_COMW,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,188,Food waste for treatment: waste water treatment,C_WASF,7014.57657489792,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,189,Other waste for treatment: waste water treatment,C_WASO,5461.278705391338,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,190,Food waste for treatment: landfill,C_LANF,5121.125362688839,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,191,Paper for treatment: landfill,C_LANP,6241.014961701951,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,192,Plastic waste for treatment: landfill,C_LANL,7884.1109723593745,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,193,Inert/metal/hazardous waste for treatment: landfill,C_LANI,6506.994508376256,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,194,Textiles waste for treatment: landfill,C_LANT,11256.47803678328,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,195,Wood waste for treatment: landfill,C_LANW,9643.306748275165,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,196,Membership organisation services n.e.c. (91),C_ORGA,6469.192628008223,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,197,"Recreational, cultural and sporting services (92)",C_RECR,4768.17200378643,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,198,Other services (93),C_OSER,6972.954136340145,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,199,Private households with employed persons (95),C_PRHH,3382.0899095226027,kg CO2e/M.EUR,2022,3
EXIOBASE,GB,英國,200,Extra-territorial organizations and bodies,C_EXTO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,1,Paddy rice,C_PARI,39711.2060970358,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,2,Wheat,C_WHEA,1056116.8233760349,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,3,Cereal grains nec,C_OCER,37701.53882728086,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,4,"Vegetables, fruit, nuts",C_FVEG,8894.108374520509,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,5,Oil seeds,C_OILS,240901.6391815056,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,6,"Sugar cane, sugar beet",C_SUGB,39323.209096299455,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,7,Plant-based fibers,C_FIBR,6724.101498446876,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,8,Crops nec,C_OTCR,2714.5527527118934,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,9,Cattle,C_CATL,5584.508730513197,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,10,Pigs,C_PIGS,6079.137650039567,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,11,Poultry,C_PLTR,4514.655990554116,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,12,Meat animals nec,C_OMEA,21663.36513969643,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,13,Animal products nec,C_OANP,50264.28584176172,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,14,Raw milk,C_MILK,21586.02403985445,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,15,"Wool, silk-worm cocoons",C_WOOL,146537303.4834795,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,16,Manure (conventional treatment),C_MANC,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,17,Manure (biogas treatment),C_MANB,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,18,"Products of forestry, logging and related services (02)",C_FORE,19452.45376029576,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,19,Fish and other fishing products; services incidental of fishing (05),C_FISH,24763.539192078548,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,20,Anthracite,C_ANTH,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,21,Coking Coal,C_COKC,29620250.70583072,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,22,Other Bituminous Coal,C_OTBC,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,23,Sub-Bituminous Coal,C_SUBC,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,24,Patent Fuel,C_PATF,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,25,Lignite/Brown Coal,C_LIBC,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,26,BKB/Peat Briquettes,C_BKBP,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,27,Peat,C_PEAT,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,28,"Crude petroleum and services related to crude oil extraction, excluding surveying",C_COIL,72631.21337368677,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,29,"Natural gas and services related to natural gas extraction, excluding surveying",C_GASE,36854165.89498135,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,30,Natural Gas Liquids,C_GASL,36854166.78074727,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,31,Other Hydrocarbons,C_OGPL,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,32,Uranium and thorium ores (12),C_ORAN,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,33,Iron ores,C_IRON,9531100635.99072,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,34,Copper ores and concentrates,C_COPO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,35,Nickel ores and concentrates,C_NIKO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,36,Aluminium ores and concentrates,C_ALUO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,37,Precious metal ores and concentrates,C_PREO,32362006.2664716,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,38,"Lead, zinc and tin ores and concentrates",C_LZTO,0.0,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,39,Other non-ferrous metal ores and concentrates,C_ONFO,95873067.27800708,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,40,Stone,C_STON,47678.11084747486,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,41,Sand and clay,C_SDCL,109820.0114624521,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,42,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",C_CHMF,466125.516863301,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,43,Products of meat cattle,C_PCAT,54132.20127720904,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,44,Products of meat pigs,C_PPIG,46389.30723120562,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,45,Products of meat poultry,C_PPLT,207773.21739437064,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,46,Meat products nec,C_POME,268097.1570521896,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,47,products of Vegetable oils and fats,C_VOIL,81523.64094778121,kg CO2e/M.EUR,2022,3
EXIOBASE,JP,日本,48,Dairy products,C_DAIR,30442.892436446746,kg CO2e/M.EUR,2022,3
