emission_factor_id,source_database,category_code,category_name_en,category_name_zh,activity_type_en,activity_type_zh,scope3_category,unit,emission_factor,co2_emission,ch4_emission,n2o_emission,geographic_scope,year,tier_level,data_quality,gwp_version,source_url,license,notes,search_text
LEGACY_AGRIBALYSE_000000,AGRIBALYSE,SEAWEED_AGAR_RAW,"Seaweed, agar, raw",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Seaweed, agar, raw Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000001,AGRIBALYSE,GARLIC_POWDER_DRIED,"Garlic, powder, dried",,Food & Agriculture,,1,kg CO2e/kg,0.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Garlic, powder, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000002,AGRIBALYSE,GARLIC_FRESH,"Garlic, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.36,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Garlic, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000003,AGRIBALYSE,DILL_FRESH,"Dill, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.81,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Dill, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000004,AGRIBALYSE,SEA_LETTUCE_ENTEROMORPHA_SP._DRIED_OR_DEHYDRATE,"Sea lettuce (Enteromorpha sp.), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Sea lettuce (Enteromorpha sp.), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000005,AGRIBALYSE,NORTH_ATLANTIC_ROCKWEED_ASCOPHYLLUM_NODOSUM_DRI,"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000006,AGRIBALYSE,CREAM_SAUCE_FOR_PIZZA_BASE,cream sauce for pizza base,,Food & Agriculture,,1,kg CO2e/kg,1.96,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,cream sauce for pizza base Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000007,AGRIBALYSE,TOMATO_SAUCE_FOR_PIZZA_BASE,Tomato sauce for pizza base,,Food & Agriculture,,1,kg CO2e/kg,0.72,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Tomato sauce for pizza base Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000008,AGRIBALYSE,BASIL_FRESH,"Basil, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.81,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Basil, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000009,AGRIBALYSE,BASIL_DRIED,"Basil, dried",,Food & Agriculture,,1,kg CO2e/kg,1.55,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Basil, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000010,AGRIBALYSE,SODIUM_BICARBONATE,Sodium bicarbonate,,Food & Agriculture,,1,kg CO2e/kg,1.13,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Sodium bicarbonate Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000011,AGRIBALYSE,CINNAMON_POWDER,"Cinnamon, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Cinnamon, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000012,AGRIBALYSE,CARDAMOM_POWDER,"Cardamom, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Cardamom, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000013,AGRIBALYSE,CARAWAY_SEED,"Caraway, seed",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Caraway, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000014,AGRIBALYSE,CHERVIL_FRESH,"Chervil, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.81,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Chervil, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000015,AGRIBALYSE,CHIVE_OR_SPRING_ONION_FRESH,"Chive or spring onion, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.68,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Chive or spring onion, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000016,AGRIBALYSE,CLOVES,Cloves,,Food & Agriculture,,1,kg CO2e/kg,8.14,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Cloves Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000017,AGRIBALYSE,CORIANDER_FRESH,"Coriander, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.97,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Coriander, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000018,AGRIBALYSE,CORIANDER_SEED,"Coriander, seed",,Food & Agriculture,,1,kg CO2e/kg,1.1,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Coriander, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000019,AGRIBALYSE,AROMATIC_STOCK_CUBE_FOR_FISH_DEHYDRATED,"Aromatic stock cube, for fish, dehydrated",,Food & Agriculture,,1,kg CO2e/kg,9.39,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Aromatic stock cube, for fish, dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000020,AGRIBALYSE,LIGHT_CUSTARD_CREAM_WITH_VANILLA_PREPACKED,"Light custard cream with vanilla, prepacked",,Food & Agriculture,,1,kg CO2e/kg,1.74,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Light custard cream with vanilla, prepacked Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000021,AGRIBALYSE,CUMIN_SEED,"Cumin, seed",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Cumin, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000022,AGRIBALYSE,TURMERIC_POWDER,"Turmeric, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Turmeric, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000023,AGRIBALYSE,CURRY_POWDER,"Curry, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Curry, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000024,AGRIBALYSE,DULSE_PALMARIA_PALMATA_DRIED_OR_DEHYDRATED,"Dulse (Palmaria palmata), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Dulse (Palmaria palmata), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000025,AGRIBALYSE,TARRAGON_FRESH,"Tarragon, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.69,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Tarragon, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000026,AGRIBALYSE,FENNEL_SEED,"Fennel, seed",,Food & Agriculture,,1,kg CO2e/kg,1.1,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Fennel, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000027,AGRIBALYSE,FENUGREEK_SEED,"Fenugreek, seed",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Fenugreek, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000028,AGRIBALYSE,PURE_SEA_SALT_NO_ENRICHMENT,"Pure sea salt, no enrichment",,Food & Agriculture,,1,kg CO2e/kg,0.6,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Pure sea salt, no enrichment Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000029,AGRIBALYSE,TOOTHED_WRACK_OR_BLADDER_WRACK_FUCUS_SERRATUS_ET_,"Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000030,AGRIBALYSE,GELATINE_DRIED,"Gelatine, dried",,Food & Agriculture,,1,kg CO2e/kg,1.74,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Gelatine, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000031,AGRIBALYSE,GINGER_POWDER,"Ginger, powder",,Food & Agriculture,,1,kg CO2e/kg,0.98,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Ginger, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000032,AGRIBALYSE,GINGER_RAW,"Ginger, raw",,Food & Agriculture,,1,kg CO2e/kg,0.45,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Ginger, raw Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000033,AGRIBALYSE,GRACILARIA_SEAWEEDS_GRACILARIA_VERRUCOSA_DRIED_,"Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000034,AGRIBALYSE,GUACAMOLE_PREPACKED,"Guacamole, prepacked",,Food & Agriculture,,1,kg CO2e/kg,1.47,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Guacamole, prepacked Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000035,AGRIBALYSE,SEA_THONG_HIMANTHALIA_ELONGATA_DRIED_OR_DEHYDRA,"Sea thong (Himanthalia elongata), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Sea thong (Himanthalia elongata), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000036,AGRIBALYSE,HARISSA_HOT_SPICY_SAUCE_PREPACKED,"Harissa (hot spicy sauce), prepacked",,Food & Agriculture,,1,kg CO2e/kg,1.42,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Harissa (hot spicy sauce), prepacked Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000037,AGRIBALYSE,PROVENCE_HERBS_DRIED,"Provence herbs, dried",,Food & Agriculture,,1,kg CO2e/kg,1.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Provence herbs, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000038,AGRIBALYSE,HUMMUS,Hummus,,Food & Agriculture,,1,kg CO2e/kg,0.95,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Hummus Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000039,AGRIBALYSE,KETCHUP,Ketchup,,Food & Agriculture,,1,kg CO2e/kg,0.95,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Ketchup Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000040,AGRIBALYSE,TANGLE_LAMINARIA_DIGITATA_DRIED_OR_DEHYDRATED,"Tangle (Laminaria digitata), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Tangle (Laminaria digitata), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000041,AGRIBALYSE,KOMBU_OR_JAPANESE_KELP_LAMINARIA_JAPONICA_DRIED,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000042,AGRIBALYSE,SEA_BELT_SACCHARINA_LATISSIMA_DRIED_OR_DEHYDRAT,"Sea belt (Saccharina latissima), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Sea belt (Saccharina latissima), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000043,AGRIBALYSE,SEA_LETTUCE_ULVA_SP._DRIED_OR_DEHYDRATED,"Sea lettuce (ulva sp.), dried or dehydrated)",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Sea lettuce (ulva sp.), dried or dehydrated) Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000044,AGRIBALYSE,BAY_LEAVES,"Bay, leaves",,Food & Agriculture,,1,kg CO2e/kg,0.85,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Bay, leaves Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000045,AGRIBALYSE,SOY_LECITHIN,Soy lecithin,,Food & Agriculture,,1,kg CO2e/kg,6.8,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Soy lecithin Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000046,AGRIBALYSE,NUTRITIONAL_YEAST,Nutritional yeast,,Food & Agriculture,,1,kg CO2e/kg,5.61,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Nutritional yeast Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000047,AGRIBALYSE,BAKING_POWDER_OR_RAISING_AGENT,Baking powder or raising agent,,Food & Agriculture,,1,kg CO2e/kg,5.61,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Baking powder or raising agent Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000048,AGRIBALYSE,BAKER'S_YEAST_COMPRESSED,"Baker's yeast, compressed",,Food & Agriculture,,1,kg CO2e/kg,5.71,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Baker's yeast, compressed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000049,AGRIBALYSE,BAKER'S_YEAST_DEHYDRATED,"Baker's yeast, dehydrated",,Food & Agriculture,,1,kg CO2e/kg,5.61,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Baker's yeast, dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000050,AGRIBALYSE,CARRAGHEEN_MOSSES_CHONDRUS_CRISPUS_DRIED_OR_DEH,"Carragheen mosses (Chondrus crispus), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.56,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Carragheen mosses (Chondrus crispus), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000051,AGRIBALYSE,MARJORAM_DRIED,"Marjoram, dried",,Food & Agriculture,,1,kg CO2e/kg,1.55,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Marjoram, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000052,AGRIBALYSE,MAYONNAISE_70%_FAT_AND_MORE,Mayonnaise (70% fat and more),,Food & Agriculture,,1,kg CO2e/kg,2.53,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Mayonnaise (70% fat and more) Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000053,AGRIBALYSE,MAYONNAISE_REDUCED_FAT_OR_LIGHT_MAYONNAISE,"Mayonnaise, reduced fat or light mayonnaise",,Food & Agriculture,,1,kg CO2e/kg,2.53,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Mayonnaise, reduced fat or light mayonnaise Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000054,AGRIBALYSE,MOLOKHIA_POWDER_DRIED_JUTE_LEAVES,Molokhia powder (dried jute leaves),,Food & Agriculture,,1,kg CO2e/kg,1.48,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Molokhia powder (dried jute leaves) Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000055,AGRIBALYSE,MINT_FRESH,"Mint, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.69,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Mint, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000056,AGRIBALYSE,MISO,Miso,,Food & Agriculture,,1,kg CO2e/kg,1.05,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Miso Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000057,AGRIBALYSE,MUSTARD,Mustard,,Food & Agriculture,,1,kg CO2e/kg,1.82,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Mustard Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000058,AGRIBALYSE,MUSTARD_WITH_GRAINS,"Mustard, with grains",,Food & Agriculture,,1,kg CO2e/kg,2.05,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Mustard, with grains Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000059,AGRIBALYSE,NUTMEG,Nutmeg,,Food & Agriculture,,1,kg CO2e/kg,1.19,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Nutmeg Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000060,AGRIBALYSE,LAVER_PORPHYRA_SP._DRIED_OR_DEHYDRATED,"Laver (Porphyra sp.), dried or dehydrated",,Food & Agriculture,,1,kg CO2e/kg,6.75,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Laver (Porphyra sp.), dried or dehydrated Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000061,AGRIBALYSE,OLIVE_GREEN_STUFFED_ANCHOVY_SWEET_PEPPERS_ETC,"Olive, green, stuffed (anchovy, sweet peppers, etc…)",,Food & Agriculture,,1,kg CO2e/kg,0.89,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Olive, green, stuffed (anchovy, sweet peppers, etc…) Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000062,AGRIBALYSE,OREGANO_DRIED,"Oregano, dried",,Food & Agriculture,,1,kg CO2e/kg,1.55,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Oregano, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000063,AGRIBALYSE,PAPRIKA,Paprika,,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Paprika Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000064,AGRIBALYSE,POPPY_SEED,"Poppy, seed",,Food & Agriculture,,1,kg CO2e/kg,1.83,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Poppy, seed Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000065,AGRIBALYSE,PARSLEY_FRESH,"Parsley, fresh",,Food & Agriculture,,1,kg CO2e/kg,1.08,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Parsley, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000066,AGRIBALYSE,PARSLEY_DRIED,"Parsley, dried",,Food & Agriculture,,1,kg CO2e/kg,3.34,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Parsley, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000067,AGRIBALYSE,TOPPING_SAUCE_FOR_PIZZA,Topping sauce for pizza,,Food & Agriculture,,1,kg CO2e/kg,0.72,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Topping sauce for pizza Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000068,AGRIBALYSE,WHITE_PEPPER_POWDER,"White pepper, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"White pepper, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000069,AGRIBALYSE,CAYENNE_PEPPER,Cayenne pepper,,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Cayenne pepper Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000070,AGRIBALYSE,BLACK_PEPPER_POWDER,"Black pepper, powder",,Food & Agriculture,,1,kg CO2e/kg,8.15,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Black pepper, powder Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000071,AGRIBALYSE,"SOY_""CREAM""_PREPARATION","Soy ""cream"" preparation",,Food & Agriculture,,1,kg CO2e/kg,1.06,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Soy ""cream"" preparation Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000072,AGRIBALYSE,MIX_OF_4_SPICES,Mix of 4 spices,,Food & Agriculture,,1,kg CO2e/kg,5.24,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,Mix of 4 spices Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg
LEGACY_AGRIBALYSE_000073,AGRIBALYSE,HORSERADISH_FRESH,"Horseradish, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.68,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Horseradish, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000074,AGRIBALYSE,ROSEMARY_FRESH,"Rosemary, fresh",,Food & Agriculture,,1,kg CO2e/kg,0.81,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Rosemary, fresh Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
LEGACY_AGRIBALYSE_000075,AGRIBALYSE,ROSEMARY_DRIED,"Rosemary, dried",,Food & Agriculture,,1,kg CO2e/kg,1.55,,,,FR,2024,2.0,Medium,AR5,,Check source database,Migrated from AGRIBALYSE,"Rosemary, dried Food & Agriculture Scope 3 Category 1 AGRIBALYSE kg CO2e/kg"
