heading,short number, Simapro group,Unit,Process,Total eco-cost (euro),kgCO2e,,,
wood,A.160.06.121,"Materials, wood, unknown durability",kg ,Parasolier FSC/PEFC 190 (kg/m3),0.11415359,0.477184586,,,
wood,A.160.06.122,"Materials, wood, unknown durability",kg ,"Parasolier natural forest, clear cut 190 (kg/m3)",13.51290374,4.36816203,,,
wood,A.160.06.123,"Materials, wood, unknown durability",kg ,Pear FSC/PEFC 680 (kg/m3),0.0506198,0.235688947,,,
wood,A.160.06.124,"Materials, wood, unknown durability",kg ,Pockwood FSC/PEFC1250 (kg/m3),0.054636552,0.252897797,,,
wood,A.160.06.125,"Materials, wood, unknown durability",kg ,"Pockwood natural forest, clear cut 1250 (kg/m3)",3.509061557,4.143875263,,,
wood,A.160.06.126,"Materials, wood, unknown durability",kg ,Simmon/Persimmon FSC/PEFC 835 (kg/m3),0.052544463,0.244853256,,,
wood,A.160.06.127,"Materials, wood, unknown durability",kg ,Sterculia/Niangon FSC/PEFC 700 (kg/m3),0.079896521,0.396683977,,,
wood,A.160.06.128,"Materials, wood, unknown durability",kg ,"Sterculia/Niangon natural forest, clear cut 700 (kg/m3)",4.101096516,4.287661429,,,
wood,A.160.06.129,"Materials, wood, unknown durability",kg ,Zebrano/Goncalo-alvez FSC/PEFC 900 (kg/m3),0.077643502,0.388020624,,,
wood,A.160.06.130,"Materials, wood, unknown durability",kg ,"Zebrano/Goncalo-alvez natural forest, clear cut 900 (kg/m3)",3.308793507,4.278998045,,,
wood,A.160.07.101,"Materials, wood, fot wet civil engineering",kg ,Angelim Vermelho FSC/PEFC 1430 (kg/m3) wet,0.054636552,0.252897797,,,
wood,A.160.07.102,"Materials, wood, fot wet civil engineering",kg ,"Angelim Vermelho natural forest, clear cut 1430 (kg/m3) wet",2.992836557,2.974326391,,,
wood,A.160.07.103,"Materials, wood, fot wet civil engineering",kg ,Cumaru FSC/PEFC 1200 (kg/m3) wet,0.054636552,0.252897797,,,
wood,A.160.07.104,"Materials, wood, fot wet civil engineering",kg ,"Cumaru natural forest, clear cut 1200 (kg/m3) wet",3.547461557,3.657785038,,,
wood,A.160.07.105,"Materials, wood, fot wet civil engineering",kg ,Massaranduba FCS/PEFC 1200 (kg/m3) wet,0.054636552,0.252897797,,,
wood,A.160.07.106,"Materials, wood, fot wet civil engineering",kg ,"Massaranduba natural forest, clear cut 1200 (kg/m3) wet",3.547461557,3.657785038,,,
wood,A.160.07.107,"Materials, wood, fot wet civil engineering",kg ,Okan FSC/PEFC 1075 (kg/m3) wet,0.053670973,0.249184932,,,
wood,A.160.07.108,"Materials, wood, fot wet civil engineering",kg ,"Okan natural forest, clear cut 1075 (kg/m3) wet",2.763720985,3.57963609,,,
wood,A.160.07.109,"Materials, wood, fot wet civil engineering",kg ,Sapupira FSC/PEFC 1075 (kg/m3) wet,0.054636552,0.252897797,,,
wood,A.160.07.110,"Materials, wood, fot wet civil engineering",kg ,"Sapupira natural forest, clear cut 1075 (kg/m3) wet",3.821136557,3.003649699,,,
wood,A.160.09.101,"Materials, wood, products",kg ,"Acetylated Radiata pine = durable wood, s.g. 515 kg/m3 (Netherlands)",0.348433643,1.773852105,,,
wood,A.160.09.102,"Materials, wood, products",kg ,"Acetylated Scots pine = durable wood, s.g. 540 kg/m3 (Netherlands)",0.284338993,1.602809323,,,
wood,A.160.09.103,"Materials, wood, products",kg ,"Bamboo (local at forest road, China)",0.032767122,0.156680406,,,
wood,A.160.09.104,"Materials, wood, products",kg ,"CCA wood (Scots pine with Cromium, Copper and Asenic) incl EoL",1.327622725,0.337369647,,,
wood,A.160.09.105,"Materials, wood, products",kg ,Cork at factory gate in Portugal 150 kg/m3,0.088792924,0.309283639,,,
wood,A.160.09.106,"Materials, wood, products",kg ,Cork at forest road 150 kg/m3,0.063211544,0.216304511,,,
wood,A.160.09.107,"Materials, wood, products",kg ,Cork granulate 150 kg/m3,0.041754597,0.229264556,,,
wood,A.160.09.108,"Materials, wood, products",kg ,Cork granulate glued = aggregate (e.g. slab for insulation) 150 kg/m3,0.259916223,0.989862406,,,
wood,A.160.09.109,"Materials, wood, products",kg ,MDF at factury gate,0.191242357,0.725710917,,,
wood,A.160.09.110,"Materials, wood, products",kg ,Particle board  standard (Rotterdam),0.20477401,0.776452481,,,
wood,A.160.09.111,"Materials, wood, products",kg ,Particle board biodegradable at factury gate,0.155874847,0.971585639,,,
wood,A.160.09.112,"Materials, wood, products",kg ,Particle board high humidity P5 (Rotterdam),0.247172385,0.936926316,,,
wood,A.160.09.113,"Materials, wood, products",kg ,"Plato wood = thermal treated European Spruce, s.g. 420 kg/m3",0.087563652,0.47385994,,,
wood,A.160.09.114,"Materials, wood, products",kg ,Plywood Bamboo (density approx 700 kg/m3),0.131992981,0.251449549,,,
wood,A.160.09.115,"Materials, wood, products",kg ,"Plywood, indoor use (softwood 600 kg/m3)",0.213090524,0.72067785,,,
wood,A.160.09.116,"Materials, wood, products",kg ,"Plywood, outdoor use, Okoumei plantation (500 kg/m3)",0.275774302,0.926358571,,,
electricity,B.030.01.101,"Energy, electricity by fuel",MJ ,"Electricity coal, EU, US, China, 38% efficiency",0.054533786,0.333887459,,,
electricity,B.030.01.102,"Energy, electricity by fuel",MJ ,"Electricity from offshore windmill (5MW, capacity factor 0.47)",0.000783837,0.002585614,,,
electricity,B.030.01.103,"Energy, electricity by fuel",MJ ,"Electricity gas, EU, US, China, 60% efficiency",0.033350258,0.194726752,,,
electricity,B.030.01.104,"Energy, electricity by fuel",MJ ,Electricity nuclear (US),0.02365027,0.002760767,,,
electricity,B.030.01.105,"Energy, electricity by fuel",MJ ,"Electricity oil, EU, US, China, 45% efficiency",0.048953611,0.272667571,,,
electricity,B.030.01.106,"Energy, electricity by fuel",MJ ,Hydro-electric power (Norway),0.00049986,0.001867032,,,
electricity,B.030.01.107,"Energy, electricity by fuel",MJ ,"PV panel, Mono-Si (irradiation 1100 kWh per m2 ) in MJ",0.000979872,0.003585492,,,
electricity general industry,B.040.01.101,"Energy, electricity general",MJ ,Electricity General Industry,0.026636143,0.15426188,,,
electricity general industry,B.040.01.104,"Energy, electricity general",MJ ,"Electricity Low Voltage, domestic use General",0.028038045,0.162380925,,,
electricity EU ,B.042.01.101,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity .EU-27 production,0.021421594,0.100057068,,,
electricity EU ,B.042.01.102,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Austria production,0.00666683,0.044174665,,,
electricity EU ,B.042.01.103,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Belgium production,0.020796773,0.064452701,,,
electricity EU ,B.042.01.104,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Bulgaria production,0.03435972,0.154083654,,,
electricity EU ,B.042.01.105,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Croatia production,0.009478751,0.060749754,,,
electricity EU ,B.042.01.106,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Cyprus production,0.041909202,0.209351985,,,
electricity EU ,B.042.01.107,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Czechia production,0.032990437,0.147851301,,,
electricity EU ,B.042.01.108,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Denmark production,0.006937571,0.04136157,,,
electricity EU ,B.042.01.109,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Estonia production,0.041479307,0.227042421,,,
electricity EU ,B.042.01.110,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Finland production,0.013529533,0.026144417,,,
electricity EU ,B.042.01.111,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity France production,0.020274508,0.03090773,,,
electricity EU ,B.042.01.112,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Germany production,0.022364649,0.140424639,,,
electricity EU ,B.042.01.113,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Greece production,0.030334132,0.163986143,,,
electricity EU ,B.042.01.114,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Hungary production,0.023820185,0.078906105,,,
electricity EU ,B.042.01.115,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Ireland production,0.019328122,0.130215534,,,
electricity EU ,B.042.01.116,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Italy production,0.016975275,0.114338977,,,
electricity EU ,B.042.01.117,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Latvia production,0.008708879,0.043552265,,,
electricity EU ,B.042.01.118,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Lithuania production,0.012711275,0.072387084,,,
electricity EU ,B.042.01.119,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Luxembourg production,0.00582777,0.028589962,,,
electricity EU ,B.042.01.120,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Malta production,0.031523066,0.163383977,,,
electricity EU ,B.042.01.121,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Netherlands production,0.020612761,0.133885293,,,
electricity EU ,B.042.01.122,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Norway production,0.000922828,0.004419404,,,
electricity EU ,B.042.01.123,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Poland production,0.038885559,0.241259053,,,
electricity EU ,B.042.01.124,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Portugal production,0.013192736,0.079000797,,,
electricity EU ,B.042.01.125,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Romania production,0.022246645,0.097136526,,,
electricity EU ,B.042.01.126,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Slovakia production,0.022626436,0.046568199,,,
electricity EU ,B.042.01.127,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Slovenia production,0.022461274,0.078668737,,,
electricity EU ,B.042.01.128,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Spain production,0.020260023,0.088741662,,,
electricity EU ,B.042.01.129,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Sweden production,0.008222929,0.005115978,,,
electricity EU ,B.042.01.130,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity United Kingdom  production,0.018732331,0.097717526,,,
electricity EU ,B.042.01.131,"Energy, electricity EU, UK, CH, Norway production",MJ ,Electricity Switzerland production,0.0113714,0.01242316,,,
electricity EU ,B.042.02.101,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity .EU-27 consumption,0.021421594,0.100057068,,,
electricity EU ,B.042.02.102,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Austria consumption,0.007849204,0.050972911,,,
electricity EU ,B.042.02.103,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Belgium consumption,0.019551817,0.055092128,,,
electricity EU ,B.042.02.104,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Bulgaria consumption,0.03435972,0.154083654,,,
electricity EU ,B.042.02.105,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Croatia consumption,0.011301418,0.07133411,,,
electricity EU ,B.042.02.106,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Cyprus consumption,0.041909202,0.209351985,,,
electricity EU ,B.042.02.107,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Czechia consumption,0.032990437,0.147851301,,,
electricity EU ,B.042.02.108,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Denmark consumption,0.00727975,0.04355785,,,
electricity EU ,B.042.02.109,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Estonia consumption,0.038283388,0.21080215,,,
electricity EU ,B.042.02.110,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Finland consumption,0.014926656,0.035844655,,,
electricity EU ,B.042.02.111,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity France consumption,0.020618392,0.033019918,,,
electricity EU ,B.042.02.112,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Germany consumption,0.022364649,0.140424639,,,
electricity EU ,B.042.02.113,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Greece consumption,0.029432786,0.160014045,,,
electricity EU ,B.042.02.114,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Hungary consumption,0.024849084,0.085508797,,,
electricity EU ,B.042.02.115,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Ireland consumption,0.019320125,0.130079338,,,
electricity EU ,B.042.02.116,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Italy consumption,0.016975275,0.114338977,,,
electricity EU ,B.042.02.117,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Latvia consumption,0.009757085,0.051387643,,,
electricity EU ,B.042.02.118,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Lithuania consumption,0.013730329,0.080441429,,,
electricity EU ,B.042.02.119,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Luxembourg consumption,0.012979478,0.07767715,,,
electricity EU ,B.042.02.120,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Malta consumption,0.022889196,0.134923353,,,
electricity EU ,B.042.02.121,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Netherlands consumption,0.020242232,0.128599053,,,
electricity EU ,B.042.02.122,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Norway consumption,0.000922828,0.004419404,,,
electricity EU ,B.042.02.123,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Poland consumption,0.038885559,0.241259053,,,
electricity EU ,B.042.02.124,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Portugal consumption,0.013192736,0.079000797,,,
electricity EU ,B.042.02.125,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Romania consumption,0.021962183,0.097383195,,,
electricity EU ,B.042.02.126,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Slovakia consumption,0.022801918,0.047779121,,,
electricity EU ,B.042.02.127,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Slovenia consumption,0.022617833,0.07954791,,,
electricity EU ,B.042.02.128,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Spain consumption,0.020454256,0.090410301,,,
electricity EU ,B.042.02.129,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Sweden consumption,0.008222929,0.005115978,,,
electricity EU ,B.042.02.130,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity United Kingdom  consumption,0.018732331,0.097717526,,,
electricity EU ,B.042.02.131,"Energy, electricity EU UK, CH, Norway consumption",MJ ,Electricity Switzerland consumption,0.014380581,0.033816426,,,
electricity Rest of the World,B.044.01.101,"Energy, electricity Rest of the World",MJ ,Electricity Africa production,0.033348967,0.191647677,,,
electricity Rest of the World,B.044.01.102,"Energy, electricity Rest of the World",MJ ,Electricity Asia Pacific production,0.034948792,0.204645571,,,
electricity Rest of the World,B.044.01.103,"Energy, electricity Rest of the World",MJ ,Electricity Central America production,0.000604326,0.00252138,,,
electricity Rest of the World,B.044.01.104,"Energy, electricity Rest of the World",MJ ,Electricity CIS production,0.032008127,0.162474782,,,
electricity Rest of the World,B.044.01.105,"Energy, electricity Rest of the World",MJ ,Electricity .Middle Africa production,0.000579851,0.001965297,,,
electricity Rest of the World,B.044.01.106,"Energy, electricity Rest of the World",MJ ,Electricity .Middle East production,0.038585809,0.211661714,,,
electricity Rest of the World,B.044.01.107,"Energy, electricity Rest of the World",MJ ,Electricity .North America production,0.027851748,0.137837917,,,
electricity Rest of the World,B.044.01.108,"Energy, electricity Rest of the World",MJ ,Electricity .South America production,0.010493876,0.055947832,,,
electricity Rest of the World,B.044.01.109,"Energy, electricity Rest of the World",MJ ,Electricity Western Africa production,0.000246878,0.000974864,,,
electricity Rest of the World,B.044.01.110,"Energy, electricity Rest of the World",MJ ,Electricity World production,0.031047287,0.170979098,,,
electricity Rest of the World,B.044.01.111,"Energy, electricity Rest of the World",MJ ,Electricity Afghanistan production,0.008041027,0.043363642,,,
electricity Rest of the World,B.044.01.112,"Energy, electricity Rest of the World",MJ ,Electricity Albania production,0.000620471,0.002181515,,,
electricity Rest of the World,B.044.01.113,"Energy, electricity Rest of the World",MJ ,Electricity Algeria production,0.038243602,0.212052038,,,
electricity Rest of the World,B.044.01.114,"Energy, electricity Rest of the World",MJ ,Electricity American Samoa production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.115,"Energy, electricity Rest of the World",MJ ,Electricity Angola production,0.012644639,0.069179768,,,
electricity Rest of the World,B.044.01.116,"Energy, electricity Rest of the World",MJ ,Electricity Antigua and Barbuda production,0.042774864,0.236697602,,,
electricity Rest of the World,B.044.01.117,"Energy, electricity Rest of the World",MJ ,Electricity Argentina production,0.026392628,0.13952606,,,
electricity Rest of the World,B.044.01.118,"Energy, electricity Rest of the World",MJ ,Electricity Armenia production,0.023091591,0.093611594,,,
electricity Rest of the World,B.044.01.119,"Energy, electricity Rest of the World",MJ ,Electricity Aruba production,0.037929401,0.209743459,,,
electricity Rest of the World,B.044.01.120,"Energy, electricity Rest of the World",MJ ,Electricity Australia production,0.030272012,0.194950256,,,
electricity Rest of the World,B.044.01.121,"Energy, electricity Rest of the World",MJ ,Electricity Azerbaijan production,0.038366574,0.212580301,,,
electricity Rest of the World,B.044.01.122,"Energy, electricity Rest of the World",MJ ,Electricity Bahamas production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.123,"Energy, electricity Rest of the World",MJ ,Electricity Bahrain production,0.038159228,0.211639,,,
electricity Rest of the World,B.044.01.124,"Energy, electricity Rest of the World",MJ ,Electricity Bangladesh production,0.041029322,0.232050586,,,
electricity Rest of the World,B.044.01.125,"Energy, electricity Rest of the World",MJ ,Electricity Barbados production,0.042083355,0.232827391,,,
electricity Rest of the World,B.044.01.126,"Energy, electricity Rest of the World",MJ ,Electricity Belarus production,0.035307828,0.178038248,,,
electricity Rest of the World,B.044.01.127,"Energy, electricity Rest of the World",MJ ,Electricity Belize production,0.028298425,0.156487857,,,
electricity Rest of the World,B.044.01.128,"Energy, electricity Rest of the World",MJ ,Electricity Benin production,0.04338212,0.240096271,,,
electricity Rest of the World,B.044.01.129,"Energy, electricity Rest of the World",MJ ,Electricity Bermuda production (no data),0,0,,,
electricity Rest of the World,B.044.01.130,"Energy, electricity Rest of the World",MJ ,Electricity Bhutan production,0.000579851,0.001965297,,,
electricity Rest of the World,B.044.01.131,"Energy, electricity Rest of the World",MJ ,Electricity Bolivia production,0.023785042,0.131414105,,,
electricity Rest of the World,B.044.01.132,"Energy, electricity Rest of the World",MJ ,Electricity Bosnia and Herzegovina production,0.032462952,0.199428609,,,
electricity Rest of the World,B.044.01.133,"Energy, electricity Rest of the World",MJ ,Electricity Botswana production,0.050456563,0.306164075,,,
electricity Rest of the World,B.044.01.134,"Energy, electricity Rest of the World",MJ ,Electricity Brazil production,0.00578951,0.02890425,,,
electricity Rest of the World,B.044.01.135,"Energy, electricity Rest of the World",MJ ,Electricity Brunei production,0.045147027,0.26636606,,,
electricity Rest of the World,B.044.01.136,"Energy, electricity Rest of the World",MJ ,Electricity Burkina Faso production,0.039533237,0.218644444,,,
electricity Rest of the World,B.044.01.137,"Energy, electricity Rest of the World",MJ ,Electricity Burundi production,0.014286195,0.078237617,,,
electricity Rest of the World,B.044.01.138,"Energy, electricity Rest of the World",MJ ,Electricity Cambodia production,0.024611586,0.149484932,,,
electricity Rest of the World,B.044.01.139,"Energy, electricity Rest of the World",MJ ,Electricity Cameroon production,0.017318812,0.095110075,,,
electricity Rest of the World,B.044.01.140,"Energy, electricity Rest of the World",MJ ,Electricity Canada production,0.011183026,0.045833657,,,
electricity Rest of the World,B.044.01.141,"Energy, electricity Rest of the World",MJ ,Electricity Cape Verde production,0.038241161,0.211469474,,,
electricity Rest of the World,B.044.01.142,"Energy, electricity Rest of the World",MJ ,Electricity Cayman Islands production,0.043942019,0.243229895,,,
electricity Rest of the World,B.044.01.143,"Energy, electricity Rest of the World",MJ ,Electricity Central African Republic production,0.000579851,0.001965297,,,
electricity Rest of the World,B.044.01.144,"Energy, electricity Rest of the World",MJ ,Electricity Chad production,0.043588667,0.241287571,,,
electricity Rest of the World,B.044.01.145,"Energy, electricity Rest of the World",MJ ,Electricity Chile production,0.019896869,0.126637241,,,
electricity Rest of the World,B.044.01.146,"Energy, electricity Rest of the World",MJ ,Electricity China production,0.027968716,0.197597271,,,
electricity Rest of the World,B.044.01.147,"Energy, electricity Rest of the World",MJ ,Electricity Colombia production,0.010862773,0.060959774,,,
electricity Rest of the World,B.044.01.148,"Energy, electricity Rest of the World",MJ ,Electricity Comoros production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.149,"Energy, electricity Rest of the World",MJ ,Electricity Congo production,0.029729238,0.164571023,,,
electricity Rest of the World,B.044.01.150,"Energy, electricity Rest of the World",MJ ,Electricity Cook Islands production,0.029321869,0.161404368,,,
electricity Rest of the World,B.044.01.151,"Energy, electricity Rest of the World",MJ ,Electricity Costa Rica production,0.001424925,0.006792881,,,
electricity Rest of the World,B.044.01.152,"Energy, electricity Rest of the World",MJ ,Electricity Cote d'Ivoire production,0.028825701,0.159371789,,,
electricity Rest of the World,B.044.01.153,"Energy, electricity Rest of the World",MJ ,Electricity Cuba production,0.037107705,0.205442466,,,
electricity Rest of the World,B.044.01.154,"Energy, electricity Rest of the World",MJ ,Electricity Democratic Republic of Congo production,0.000705314,0.002662325,,,
electricity Rest of the World,B.044.01.155,"Energy, electricity Rest of the World",MJ ,Electricity Djibouti production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.156,"Energy, electricity Rest of the World",MJ ,Electricity Dominica production,0.034561226,0.191062684,,,
electricity Rest of the World,B.044.01.157,"Energy, electricity Rest of the World",MJ ,Electricity Dominican Republic production,0.037057487,0.211551218,,,
electricity Rest of the World,B.044.01.158,"Energy, electricity Rest of the World",MJ ,Electricity Eastern Africa production,0.000488239,0.001822082,,,
electricity Rest of the World,B.044.01.159,"Energy, electricity Rest of the World",MJ ,Electricity Ecuador production,0.011322091,0.06175794,,,
electricity Rest of the World,B.044.01.160,"Energy, electricity Rest of the World",MJ ,Electricity Egypt production,0.035622534,0.197299248,,,
electricity Rest of the World,B.044.01.161,"Energy, electricity Rest of the World",MJ ,Electricity El Salvador production,0.012136807,0.066509544,,,
electricity Rest of the World,B.044.01.162,"Energy, electricity Rest of the World",MJ ,Electricity Equatorial Guinea production,0.031247764,0.172624143,,,
electricity Rest of the World,B.044.01.163,"Energy, electricity Rest of the World",MJ ,Electricity Eritrea production,0.04414508,0.244366376,,,
electricity Rest of the World,B.044.01.164,"Energy, electricity Rest of the World",MJ ,Electricity Eswatini production,0.002629249,0.014136735,,,
electricity Rest of the World,B.044.01.165,"Energy, electricity Rest of the World",MJ ,Electricity Ethiopia production,0.000629626,0.002227996,,,
electricity Rest of the World,B.044.01.166,"Energy, electricity Rest of the World",MJ ,Electricity Falkland Islands production,0.022877331,0.125883075,,,
electricity Rest of the World,B.044.01.167,"Energy, electricity Rest of the World",MJ ,Electricity Faroe Islands production,0.028107366,0.155110128,,,
electricity Rest of the World,B.044.01.168,"Energy, electricity Rest of the World",MJ ,Electricity Fiji production,0.016530956,0.09088394,,,
electricity Rest of the World,B.044.01.169,"Energy, electricity Rest of the World",MJ ,Electricity French Guiana production,0.017639626,0.031687922,,,
electricity Rest of the World,B.044.01.170,"Energy, electricity Rest of the World",MJ ,Electricity French Polynesia production,0.030787622,0.169973812,,,
electricity Rest of the World,B.044.01.171,"Energy, electricity Rest of the World",MJ ,Electricity Gabon production,0.025218988,0.139086609,,,
electricity Rest of the World,B.044.01.172,"Energy, electricity Rest of the World",MJ ,Electricity Gambia production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.173,"Energy, electricity Rest of the World",MJ ,Electricity Georgia (country) production,0.00952938,0.051897357,,,
electricity Rest of the World,B.044.01.174,"Energy, electricity Rest of the World",MJ ,Electricity Ghana production,0.026165683,0.144614744,,,
electricity Rest of the World,B.044.01.175,"Energy, electricity Rest of the World",MJ ,Electricity Greenland production,0.007986048,0.043178827,,,
electricity Rest of the World,B.044.01.176,"Energy, electricity Rest of the World",MJ ,Electricity Grenada production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.177,"Energy, electricity Rest of the World",MJ ,Electricity Guadeloupe production,0.034761579,0.192697857,,,
electricity Rest of the World,B.044.01.178,"Energy, electricity Rest of the World",MJ ,Electricity Guam production,0.043292287,0.239593496,,,
electricity Rest of the World,B.044.01.179,"Energy, electricity Rest of the World",MJ ,Electricity Guatemala production,0.017313839,0.102162195,,,
electricity Rest of the World,B.044.01.180,"Energy, electricity Rest of the World",MJ ,Electricity Guinea production,0.01276555,0.069766455,,,
electricity Rest of the World,B.044.01.181,"Energy, electricity Rest of the World",MJ ,Electricity Guinea-Bissau production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.182,"Energy, electricity Rest of the World",MJ ,Electricity Guyana production,0.039940125,0.22111794,,,
electricity Rest of the World,B.044.01.183,"Energy, electricity Rest of the World",MJ ,Electricity Haiti production,0.039181844,0.216775203,,,
electricity Rest of the World,B.044.01.184,"Energy, electricity Rest of the World",MJ ,Electricity Honduras production,0.022732917,0.126708128,,,
electricity Rest of the World,B.044.01.185,"Energy, electricity Rest of the World",MJ ,Electricity Hong Kong production,0.046143999,0.273116797,,,
electricity Rest of the World,B.044.01.186,"Energy, electricity Rest of the World",MJ ,Electricity Iceland production,0.000408932,0.001386008,,,
electricity Rest of the World,B.044.01.187,"Energy, electricity Rest of the World",MJ ,Electricity India  production,0.038186321,0.258301714,,,
electricity Rest of the World,B.044.01.188,"Energy, electricity Rest of the World",MJ ,Electricity Indonesia production,0.038111347,0.250045286,,,
electricity Rest of the World,B.044.01.189,"Energy, electricity Rest of the World",MJ ,Electricity Iran production,0.037211701,0.205027917,,,
electricity Rest of the World,B.044.01.190,"Energy, electricity Rest of the World",MJ ,Electricity Iraq production,0.037258681,0.206503301,,,
electricity Rest of the World,B.044.01.191,"Energy, electricity Rest of the World",MJ ,Electricity Israel production,0.039612607,0.228159617,,,
electricity Rest of the World,B.044.01.192,"Energy, electricity Rest of the World",MJ ,Electricity Jamaica production,0.035538807,0.196671752,,,
electricity Rest of the World,B.044.01.193,"Energy, electricity Rest of the World",MJ ,Electricity Japan production,0.027484005,0.172909744,,,
electricity Rest of the World,B.044.01.194,"Energy, electricity Rest of the World",MJ ,Electricity Jordan production,0.030685863,0.169658496,,,
electricity Rest of the World,B.044.01.195,"Energy, electricity Rest of the World",MJ ,Electricity Kazakhstan production,0.042220848,0.253406383,,,
electricity Rest of the World,B.044.01.196,"Energy, electricity Rest of the World",MJ ,Electricity Kenya production,0.004998469,0.027067319,,,
electricity Rest of the World,B.044.01.197,"Energy, electricity Rest of the World",MJ ,Electricity Kiribati production,0.045017032,0.249246489,,,
electricity Rest of the World,B.044.01.198,"Energy, electricity Rest of the World",MJ ,Electricity Kosovo production,0.048665434,0.300034647,,,
electricity Rest of the World,B.044.01.199,"Energy, electricity Rest of the World",MJ ,Electricity Kuwait production,0.038144562,0.211557075,,,
electricity Rest of the World,B.044.01.200,"Energy, electricity Rest of the World",MJ ,Electricity Kyrgyzstan production,0.005760676,0.034087786,,,
electricity Rest of the World,B.044.01.201,"Energy, electricity Rest of the World",MJ ,Electricity Laos production,0.014453533,0.088006113,,,
electricity Rest of the World,B.044.01.202,"Energy, electricity Rest of the World",MJ ,Electricity Lebanon production,0.040367357,0.223548105,,,
electricity Rest of the World,B.044.01.203,"Energy, electricity Rest of the World",MJ ,Electricity Lesotho production,0.000579851,0.001965297,,,
