heading,short number, Simapro group,Unit,Process,Total eco-cost (euro),kgCO2e,,,
fuels,A.070.10.104,"Materials, fuels, oil                                           ",kg ,Diesel low-sulphur including combustion CO2,0.987068656,4.085065489,,,
fuels,A.070.10.105,"Materials, fuels, oil                                           ",MJ ,"Diesel low-sulphur including combustion CO2, per MJ",0.023220673,0.095966842,,,
fuels,A.070.10.106,"Materials, fuels, oil                                           ",kg ,Heavy fuel oil for heat including combustion CO2,0.579428049,4.05519188,,,
fuels,A.070.10.107,"Materials, fuels, oil                                           ",kg ,Heavy fuel oil in transport (including combustion CO2),0.949428048,4.05519188,,,
fuels,A.070.10.108,"Materials, fuels, oil                                           ",kg ,Kerosene (excluding combustion),0.47654123,0.449250865,,,
fuels,A.070.10.109,"Materials, fuels, oil                                           ",kg ,Kerosene including combustion CO2,0.947541235,3.990604286,,,
fuels,A.070.10.110,"Materials, fuels, oil                                           ",kg ,Petrol including combustion CO2,1.037105722,4.460850075,,,
fuels,A.070.10.111,"Materials, fuels, oil                                           ",kg ,Petrol (excluding combustion),0.566105722,0.919496692,,,
fuels,A.070.10.112,"Materials, fuels, oil                                           ",kg ,Naphtha (for feedstock),0.176564238,0.79477406,,,
fuels,A.070.11.101,"Materials, fuels, uranium                                ",kg ,Fuel grade uranium (4.52% enriched U-235; 3615 GJ/kg),28015.19275,3270.297068,,,
glass,A.080.01.101,"Materials, glass, construction",kg ,Glass for windows and facades (float glass),0.265685784,1.627120827,,,
glass,A.080.02.101,"Materials,  glass, other glass",kg ,Borosilicate glass (Pyrex),0.389044787,2.144982556,,,
glass,A.080.02.102,"Materials,  glass, other glass",kg ,Ceramic glass,0.531371577,3.254241729,,,
glass,A.080.02.103,"Materials,  glass, other glass",kg ,Recycled borosilicate glass (Pyrex),0.219794087,1.301460902,,,
glass,A.080.02.104,"Materials,  glass, other glass",kg ,Recycled silica glass,0.485479881,2.928581805,,,
glass,A.080.02.105,"Materials,  glass, other glass",kg ,Silica glass,0.531371577,3.254241729,,,
glass,A.080.03.101,"Materials,  glass, bottles",kg ,"Glass bottles, 100% recycled",0.175756396,1.144349398,,,
glass,A.080.03.102,"Materials,  glass, bottles",kg ,"Glass bottles, recycled average EU 74%",0.199138031,1.269869925,,,
glass,A.080.03.103,"Materials,  glass, bottles",kg ,"Glass bottles, virgin",0.265685784,1.627120827,,,
glass,A.080.03.104,"Materials,  glass, bottles",kg ,"Glass bottles, flint (=clean transparant), EoL-RIR in Europe 40%",0.229714029,1.434012256,,,
glass,A.080.03.105,"Materials,  glass, bottles",kg ,"Glass bottles, brown, EoL-RIR in Europe 50%",0.22072109,1.385735113,,,
glass,A.080.03.106,"Materials,  glass, bottles",kg ,"Glass bottles, green, EoL-RIR in Europe 80%",0.193742274,1.240903684,,,
glass,A.080.03.107,"Materials,  glass, bottles",kg ,"Glass bottles, unspecified colour, EoL-RIR in Europe 52%",0.218922504,1.376079699,,,
laminates,A.090.01.101,"Materials, laminates",kg ,Glare 1-3/2-0.3,3.711320997,15.01209699,,,
laminates,A.090.01.102,"Materials, laminates",kg ,Glare 3-3/2-0.2,2.897429713,12.02545038,,,
laminates,A.090.01.103,"Materials, laminates",kg ,Glare 3-6/5-0.4,2.390909249,8.838912782,,,
laminates,A.090.01.104,"Materials, laminates",kg ,Glare 4-6/5-0.4,8.530813282,31.35441053,,,
laminates,A.090.01.105,"Materials, laminates",m2 ,"Hylite (1 m2, 1.2 mm thickness, 1.8 ton/m3)",5.057215089,14.37767293,,,
"metals, ferro",A.100.02.101,"Materials, metals, ferro",kg ,Steel hot rolled sheet USA,0.573370296,2.600047594,,,
"metals, ferro",A.100.02.102,"Materials, metals, ferro",kg ,Steel (21% sec = standard mix average) EU hot rolled coil,0.240471375,1.049603459,,,
"metals, ferro",A.100.02.103,"Materials, metals, ferro",kg ,"Steel (secondary), beams, sheet",0.128715829,0.724792947,,,
"metals, ferro",A.100.02.104,"Materials, metals, ferro",kg ,"Steel beams, pipes, sheet (from trade mix 44% recycled)",0.208062268,0.955408421,,,
"metals, non-ferro",A.100.04.101,"Materials, metals, ferro, cast irons",kg ,GG15,0.316767853,1.620533985,,,
"metals, ferro",A.100.04.102,"Materials, metals, ferro, cast irons",kg ,GG35,0.316767853,1.620533985,,,
"metals, ferro",A.100.04.103,"Materials, metals, ferro, cast irons",kg ,GGG-NiCr,2.907171793,2.831033609,,,
"metals, ferro",A.100.04.104,"Materials, metals, ferro, cast irons",kg ,GGG-NiSiCr,2.926384227,2.87890218,,,
"metals, ferro",A.100.04.105,"Materials, metals, ferro, cast irons",kg ,GGG40,0.316767853,1.620533985,,,
"metals, ferro",A.100.04.106,"Materials, metals, ferro, cast irons",kg ,GGG60,0.396504529,1.811036165,,,
"metals, ferro",A.100.04.107,"Materials, metals, ferro, cast irons",kg ,GGG70,0.331711317,1.679299173,,,
"metals, ferro",A.100.04.108,"Materials, metals, ferro, cast irons",kg ,GGL-NiCuCr,2.325612077,2.53377797,,,
"metals, ferro",A.100.06.101,"Materials, metals, ferro, stainless steel ",kg ,"Stainless Steel (secondary), average",0.49191937,2.179255564,,,
"metals, ferro",A.100.06.102,"Materials, metals, ferro, stainless steel ",kg ,GX12Cr14 (CA15) 23% inox scrap (China),1.444671739,5.289965263,,,
"metals, ferro",A.100.06.103,"Materials, metals, ferro, stainless steel ",kg ,GX12Cr14 (CA15) 44% inox scrap (World),1.180018306,4.425879248,,,
"metals, ferro",A.100.06.104,"Materials, metals, ferro, stainless steel ",kg ,"GX12Cr14 (CA15) 70% inox scrap (EU, USA)",0.867246067,3.404686692,,,
"metals, ferro",A.100.06.105,"Materials, metals, ferro, stainless steel ",kg ,GX5CrNi19 10 (CF8) 23% inox scrap (China),3.489774624,7.126335414,,,
"metals, ferro",A.100.06.106,"Materials, metals, ferro, stainless steel ",kg ,GX5CrNi19 10 (CF8) 44% inox scrap (World),2.657037063,5.752146541,,,
"metals, ferro",A.100.06.107,"Materials, metals, ferro, stainless steel ",kg ,"GX5CrNi19 10 (CF8) 70% inox scrap (EU, USA)",1.672892655,4.128105188,,,
"metals, ferro",A.100.06.108,"Materials, metals, ferro, stainless steel ",kg ,X10Cr13 (mart 410) 23% inox scrap (China),1.454406954,5.74571782,,,
"metals, ferro",A.100.06.109,"Materials, metals, ferro, stainless steel ",kg ,X10Cr13 (mart 410) 44% inox scrap (World),1.187049299,4.75503391,,,
"metals, ferro",A.100.06.110,"Materials, metals, ferro, stainless steel ",kg ,"X10Cr13 (mart 410) 70% inox scrap (EU, USA)",0.871081149,3.584225564,,,
"metals, ferro",A.100.06.111,"Materials, metals, ferro, stainless steel ",kg ,X10CrNiMoNb 23% inox scrap (China),4.974419187,7.664227068,,,
"metals, ferro",A.100.06.112,"Materials, metals, ferro, stainless steel ",kg ,X10CrNiMoNb 44% inox scrap (World),3.729280349,6.140623759,,,
"metals, ferro",A.100.06.113,"Materials, metals, ferro, stainless steel ",kg ,"X10CrNiMoNb 70% inox scrap (EU, USA)",2.257752633,4.34000188,,,
"metals, ferro",A.100.06.114,"Materials, metals, ferro, stainless steel ",kg ,X10CrNiS (303) 23% inox scrap (China),3.248387409,6.859674812,,,
"metals, ferro",A.100.06.115,"Materials, metals, ferro, stainless steel ",kg ,X10CrNiS (303) 44% inox scrap (World),2.482701838,5.559558346,,,
"metals, ferro",A.100.06.116,"Materials, metals, ferro, stainless steel ",kg ,"X10CrNiS (303) 70% inox scrap (EU, USA)",1.577800712,4.023057068,,,
"metals, ferro",A.100.06.117,"Materials, metals, ferro, stainless steel ",kg ,X12Cr13 (416) 23% inox scrap (China),1.252678867,5.212227895,,,
"metals, ferro",A.100.06.118,"Materials, metals, ferro, stainless steel ",kg ,X12Cr13 (416) 44% inox scrap (World),1.041356781,4.369735564,,,
"metals, ferro",A.100.06.119,"Materials, metals, ferro, stainless steel ",kg ,"X12Cr13 (416) 70% inox scrap (EU, USA)",0.791612508,3.374062857,,,
"metals, ferro",A.100.06.120,"Materials, metals, ferro, stainless steel ",kg ,X12CrNi17 7 (301) 23% inox scrap (China),1.252678867,5.212227895,,,
"metals, ferro",A.100.06.121,"Materials, metals, ferro, stainless steel ",kg ,X12CrNi17 7 (301) 44% inox scrap (World),1.041356781,4.369735564,,,
"metals, ferro",A.100.06.122,"Materials, metals, ferro, stainless steel ",kg ,"X12CrNi17 7 (301) 70% inox scrap (EU, USA)",0.791612508,3.374062857,,,
"metals, ferro",A.100.06.123,"Materials, metals, ferro, stainless steel ",kg ,X20Cr13 (420) 23% inox scrap (China),1.584203654,5.283515038,,,
"metals, ferro",A.100.06.124,"Materials, metals, ferro, stainless steel ",kg ,X20Cr13 (420) 44% inox scrap (World),1.280791353,4.421220752,,,
"metals, ferro",A.100.06.125,"Materials, metals, ferro, stainless steel ",kg ,"X20Cr13 (420) 70% inox scrap (EU, USA)",0.922213178,3.402145639,,,
"metals, ferro",A.100.06.126,"Materials, metals, ferro, stainless steel ",kg ,X22CrNi17 (431) 23% inox scrap (China),1.753410578,5.892205038,,,
"metals, ferro",A.100.06.127,"Materials, metals, ferro, stainless steel ",kg ,X22CrNi17 (431) 44% inox scrap (World),1.402996357,4.860830226,,,
"metals, ferro",A.100.06.128,"Materials, metals, ferro, stainless steel ",kg ,"X22CrNi17 (431) 70% inox scrap (EU, USA)",0.988870456,3.641932632,,,
"metals, ferro",A.100.06.129,"Materials, metals, ferro, stainless steel ",kg ,X2CrNiMo1712 (316L) 23% imox scrap (China),4.65865428,7.182688722,,,
"metals, ferro",A.100.06.130,"Materials, metals, ferro, stainless steel ",kg ,X2CrNiMo1712 (316L) 44% imox scrap (World),3.501227894,5.792846165,,,
"metals, ferro",A.100.06.131,"Materials, metals, ferro, stainless steel ",kg ,"X2CrNiMo1712 (316L) 70% imox scrap (EU, USA)",2.133360409,4.150304962,,,
"metals, ferro",A.100.06.132,"Materials, metals, ferro, stainless steel ",kg ,X30Cr13 (~420) 23% inox scrap (China),1.250872438,5.208769925,,,
"metals, ferro",A.100.06.133,"Materials, metals, ferro, stainless steel ",kg ,X30Cr13 (~420) 44% inox scrap (World),1.040052144,4.367238195,,,
"metals, ferro",A.100.06.134,"Materials, metals, ferro, stainless steel ",kg ,"X30Cr13 (~420) 70% inox scrap (EU, USA)",0.790900883,3.372700602,,,
"metals, ferro",A.100.06.135,"Materials, metals, ferro, stainless steel ",kg ,X35CrMo17 23% inox scrap (China),1.783043806,5.793827218,,,
"metals, ferro",A.100.06.136,"Materials, metals, ferro, stainless steel ",kg ,X35CrMo17 44% inox scrap (World),1.424398128,4.789779549,,,
"metals, ferro",A.100.06.137,"Materials, metals, ferro, stainless steel ",kg ,"X35CrMo17 70% inox scrap (EU, USA)",1.000544146,3.603177744,,,
"metals, ferro",A.100.06.138,"Materials, metals, ferro, stainless steel ",kg ,X5CrNi18 (304) 23% inox scrap (China),3.489929736,7.120528195,,,
"metals, ferro",A.100.06.139,"Materials, metals, ferro, stainless steel ",kg ,X5CrNi18 (304) 44% inox scrap (World),2.657149028,5.747952481,,,
"metals, ferro",A.100.06.140,"Materials, metals, ferro, stainless steel ",kg ,"X5CrNi18 (304) 70% inox scrap (EU, USA)",1.672953735,4.125817519,,,
"metals, ferro",A.100.06.141,"Materials, metals, ferro, stainless steel ",kg ,X5CrNiMo18 (316) 23% inox scrap (China),4.686794288,7.375716165,,,
"metals, ferro",A.100.06.142,"Materials, metals, ferro, stainless steel ",kg ,X5CrNiMo18 (316) 44% inox scrap (World),3.52155128,5.932254887,,,
"metals, ferro",A.100.06.143,"Materials, metals, ferro, stainless steel ",kg ,"X5CrNiMo18 (316) 70% inox scrap (EU, USA)",2.144445844,4.22634609,,,
"metals, ferro",A.100.06.144,"Materials, metals, ferro, stainless steel ",kg ,X6Cr17 (430) 23% inox scrap (China),1.383262807,5.726996466,,,
"metals, ferro",A.100.06.145,"Materials, metals, ferro, stainless steel ",kg ,X6Cr17 (430) 44% inox scrap (World),1.135667412,4.741512932,,,
"metals, ferro",A.100.06.146,"Materials, metals, ferro, stainless steel ",kg ,"X6Cr17 (430) 70% inox scrap (EU, USA)",0.843054662,3.576850451,,,
"metals, ferro",A.100.06.147,"Materials, metals, ferro, stainless steel ",kg ,X6CrNi18 (~304) 23% inox scrap (China),3.489929736,7.120528195,,,
"metals, ferro",A.100.06.148,"Materials, metals, ferro, stainless steel ",kg ,X6CrNi18 (~304) 44% inox scrap (World),2.657149028,5.747952481,,,
"metals, ferro",A.100.06.149,"Materials, metals, ferro, stainless steel ",kg ,"X6CrNi18 (~304) 70% inox scrap (EU, USA)",1.672953735,4.125817519,,,
"metals, ferro",A.100.06.150,"Materials, metals, ferro, stainless steel ",kg ,X7CrAl13 (405) 23% inox scrap (China),1.254039483,5.21895406,,,
"metals, ferro",A.100.06.151,"Materials, metals, ferro, stainless steel ",kg ,X7CrAl13 (405) 44% inox scrap (World),1.042339445,4.374593383,,,
"metals, ferro",A.100.06.152,"Materials, metals, ferro, stainless steel ",kg ,"X7CrAl13 (405) 70% inox scrap (EU, USA)",0.792148507,3.376712556,,,
"metals, ferro",A.100.06.153,"Materials, metals, ferro, stainless steel ",kg ,X90CrCoMoV17 23% inox scrap (China),1.64987687,5.840198045,,,
"metals, ferro",A.100.06.154,"Materials, metals, ferro, stainless steel ",kg ,X90CrCoMoV17 44% inox scrap (World),1.328222002,4.823269624,,,
"metals, ferro",A.100.06.155,"Materials, metals, ferro, stainless steel ",kg ,"X90CrCoMoV17 70% inox scrap (EU, USA)",0.948084442,3.621445038,,,
"metals, ferro",A.100.06.156,"Materials, metals, ferro, stainless steel ",kg ,X90CrMoV18 (440B) 23% inox scrap (China),1.323049015,5.416675639,,,
"metals, ferro",A.100.06.157,"Materials, metals, ferro, stainless steel ",kg ,X90CrMoV18 (440B) 44% inox scrap (World),1.092179669,4.517392256,,,
"metals, ferro",A.100.06.158,"Materials, metals, ferro, stainless steel ",kg ,"X90CrMoV18 (440B) 70% inox scrap (EU, USA)",0.819334083,3.454602857,,,
"metals, ferro",A.100.08.101,"Materials, metals, ferro, steel automation ",kg ,10SPb20 (1.0721),0.257018858,1.077666015,,,
"metals, ferro",A.100.08.102,"Materials, metals, ferro, steel automation ",kg ,35S20 (1.0726),0.252868286,1.079807068,,,
"metals, ferro",A.100.08.103,"Materials, metals, ferro, steel automation ",kg ,9S20,0.310057471,1.098693609,,,
"metals, ferro",A.100.08.104,"Materials, metals, ferro, steel automation ",kg ,9SMnPb (1.0718),0.257537504,1.074796992,,,
"metals, ferro",A.100.10.101,"Materials, metals, ferro, steel cast ",kg ,GS-10Ni6,0.651088639,1.232874812,,,
"metals, ferro",A.100.10.102,"Materials, metals, ferro, steel cast ",kg ,GS-22Mo4,0.384498068,1.19913015,,,
"metals, ferro",A.100.10.103,"Materials, metals, ferro, steel cast ",kg ,GS-25CrMo4,1.924312818,1.88639782,,,
"metals, ferro",A.100.10.104,"Materials, metals, ferro, steel cast ",kg ,GS-45.3,0.267470438,1.110808722,,,
"metals, ferro",A.100.10.105,"Materials, metals, ferro, steel cast ",kg ,GS-70,0.236364985,1.007072331,,,
"metals, ferro",A.100.10.106,"Materials, metals, ferro, steel cast ",kg ,GS-X40CrNiSi 25 12,5.032493443,8.115563158,,,
"metals, ferro",A.100.10.107,"Materials, metals, ferro, steel cast ",kg ,HA,1.333177328,3.175245564,,,
"metals, ferro",A.100.10.108,"Materials, metals, ferro, steel cast ",kg ,HT,10.36142494,8.504440602,,,
"metals, ferro",A.100.12.101,"Materials, metals, ferro, steel construction ",kg ,Fe360,0.238108132,1.019900602,,,
"metals, ferro",A.100.12.102,"Materials, metals, ferro, steel construction ",kg ,Fe470,0.238108132,1.019900602,,,
"metals, ferro",A.100.12.103,"Materials, metals, ferro, steel construction ",kg ,Fe520,0.238108132,1.019900602,,,
"metals, ferro",A.100.12.104,"Materials, metals, ferro, steel construction ",kg ,St13,0.238108132,1.019900602,,,
"metals, ferro",A.100.14.101,"Materials, metals, ferro, steel draw ",kg ,A517a,0.440836825,1.257287068,,,
"metals, ferro",A.100.14.102,"Materials, metals, ferro, steel draw ",kg ,A517b,0.400572654,1.221348346,,,
"metals, ferro",A.100.14.103,"Materials, metals, ferro, steel draw ",kg ,S355J2G1W,0.238108132,1.019900602,,,
"metals, ferro",A.100.14.104,"Materials, metals, ferro, steel draw ",kg ,St14,0.238108132,1.019900602,,,
"metals, ferro",A.100.16.101,"Materials, metals, ferro, steel high grade ",kg ,14NiCr14,1.234410702,1.810134135,,,
"metals, ferro",A.100.16.102,"Materials, metals, ferro, steel high grade ",kg ,15Cr3,0.28742165,1.218347895,,,
"metals, ferro",A.100.16.103,"Materials, metals, ferro, steel high grade ",kg ,18NiCr8,0.878141588,1.750599624,,,
"metals, ferro",A.100.16.104,"Materials, metals, ferro, steel high grade ",kg ,25CrMo4,0.440298138,1.329893835,,,
"metals, ferro",A.100.16.105,"Materials, metals, ferro, steel high grade ",kg ,30CrNiMo8,1.086027704,1.785351579,,,
"metals, ferro",A.100.16.106,"Materials, metals, ferro, steel high grade ",kg ,34Cr4,0.321011742,1.338544436,,,
"metals, ferro",A.100.16.107,"Materials, metals, ferro, steel high grade ",kg ,34CrAl6,0.354712607,1.468804962,,,
"metals, ferro",A.100.16.108,"Materials, metals, ferro, steel high grade ",kg ,35NiCr18,1.47957267,1.879765789,,,
"metals, ferro",A.100.16.109,"Materials, metals, ferro, steel high grade ",kg ,36NiCr6,0.663769962,1.356480075,,,
"metals, ferro",A.100.16.110,"Materials, metals, ferro, steel high grade ",kg ,37MnSi5,0.276581709,1.139359248,,,
"metals, ferro",A.100.16.111,"Materials, metals, ferro, steel high grade ",kg ,42CrMo4,0.441117238,1.331167143,,,
"metals, ferro",A.100.16.112,"Materials, metals, ferro, steel high grade ",kg ,50 CrV4,0.473133951,1.33864,,,
"metals, ferro",A.100.16.113,"Materials, metals, ferro, steel high grade ",kg ,C15,0.250131697,1.072380752,,,
"metals, ferro",A.100.16.114,"Materials, metals, ferro, steel high grade ",kg ,C35,0.427705207,1.216712556,,,
"metals, ferro",A.100.16.115,"Materials, metals, ferro, steel high grade ",kg ,C45,0.428644555,1.218510677,,,
"metals, ferro",A.100.16.116,"Materials, metals, ferro, steel high grade ",kg ,C55,0.251071036,1.074178872,,,
"metals, ferro",A.100.16.117,"Materials, metals, ferro, steel high grade ",kg ,C60,0.251071036,1.074178872,,,
"metals, ferro",A.100.18.101,"Materials, metals, ferro, steel high temperature ",kg ,13CrMo4 5 (1.7335),0.558385451,1.305679624,,,
"metals, ferro",A.100.18.102,"Materials, metals, ferro, steel high temperature ",kg ,21MoV53,0.652049141,1.254329323,,,
"metals, ferro",A.100.18.103,"Materials, metals, ferro, steel high temperature ",kg ,22Mo4,0.434462246,1.107916842,,,
"metals, ferro",A.100.18.104,"Materials, metals, ferro, steel high temperature ",kg ,28NiCrMo4,0.673884668,1.223007669,,,
"metals, ferro",A.100.20.101,"Materials, metals, ferro, steel low temperature ",kg ,15NiMn6 (1.6228),0.623820965,1.247046165,,,
"metals, ferro",A.100.20.102,"Materials, metals, ferro, steel low temperature ",kg ,A514(A),0.411886415,1.234403158,,,
"metals, ferro",A.100.20.103,"Materials, metals, ferro, steel low temperature ",kg ,ASt35 (1.0346),0.250663056,1.074667519,,,
"metals, ferro",A.100.20.104,"Materials, metals, ferro, steel low temperature ",kg ,X12CrNi 18 9,3.620008922,6.209696241,,,
"metals, ferro",A.100.20.105,"Materials, metals, ferro, steel low temperature ",kg ,X12Ni5 (1.5680),0.624203019,1.208489248,,,
"metals, ferro",A.100.20.106,"Materials, metals, ferro, steel low temperature ",kg ,X8Ni9,2.565548495,2.11735797,,,
"metals, ferro",A.100.22.101,"Materials, metals, ferro, steel spring ",kg ,38Si6,0.274152736,1.137883609,,,
"metals, ferro",A.100.22.102,"Materials, metals, ferro, steel spring ",kg ,50CrV4,0.369603319,1.351066992,,,
"metals, ferro",A.100.22.103,"Materials, metals, ferro, steel spring ",kg ,55Si7,0.279258656,1.150038195,,,
"metals, ferro",A.100.22.104,"Materials, metals, ferro, steel spring ",kg ,67SiCr5,0.293054839,1.228265789,,,
"metals, non-ferro",A.100.24.101,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium (primary),2.978229909,9.787857143,,,
"metals, non-ferro",A.100.24.102,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium (secondary),0.148295133,0.960379098,,,
"metals, non-ferro",A.100.24.103,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Aluminium trade mix (76% prim 24% sec),2.29904551,7.669262406,,,
"metals, non-ferro",A.100.24.104,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Antimony, CRM (EoL-RIR = 18%)",10.23457642,13.5288015,,,
"metals, non-ferro",A.100.24.105,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Cadmium (EoL-RIR = 0%),20.52047121,3.715558496,,,
"metals, non-ferro",A.100.24.106,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Chromium, CRM (EoL-RIR = 21%)",5.977387212,23.50608647,,,
"metals, non-ferro",A.100.24.107,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Cobalt, CRM (EoL-RIR = 22%)",40.69660979,8.707894737,,,
"metals, non-ferro",A.100.24.108,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Copper (primary),5.442372987,4.304969474,,,
"metals, non-ferro",A.100.24.109,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Copper (secondary),0.160582658,0.905375038,,,
"metals, non-ferro",A.100.24.110,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Copper wire, plate, pipe, trade mix ( 70% prim 30% sec)",3.857835891,3.285091128,,,
"metals, non-ferro",A.100.24.111,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Gallium, CRM (EoL-RIR = 0%)",195.9406581,209.8691729,,,
"metals, non-ferro",A.100.24.112,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold (primary),33788.24558,20191.44286,,,
"metals, non-ferro",A.100.24.113,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold (secondary),111.1424007,746.1229173,,,
"metals, non-ferro",A.100.24.114,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Gold trade mix (76% prim 24% sec),25705.74122,15524.56541,,,
"metals, non-ferro",A.100.24.115,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Indium, CRM (EoL-RIR= 0%)",776.3035662,168.2672932,,,
"metals, non-ferro",A.100.24.116,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Lead (primary),2.390929275,2.133666617,,,
"metals, non-ferro",A.100.24.117,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Lead (secondary),0.107232673,0.684717947,,,
"metals, non-ferro",A.100.24.118,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Lead trade mix ( 20% prim 80% sec),0.563971997,0.974507669,,,
"metals, non-ferro",A.100.24.119,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Lithium (EoL-RIR = 0%),9.622273565,20.6887218,,,
"metals, non-ferro",A.100.24.120,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Magnesium, CRM (primary)",4.578433508,29.86329398,,,
"metals, non-ferro",A.100.24.121,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Magnesium, CRM (secondary)",0.08807019,0.55607606,,,
"metals, non-ferro",A.100.24.122,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,"Magnesium, CRM, trade mix (93% prim 7% sec)",4.264108067,27.81178872,,,
"metals, non-ferro",A.100.24.123,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Manganese (EoL_RIR= 9%),1.179813186,2.847744361,,,
"metals, non-ferro",A.100.24.124,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Mercury (virgin),4672.698126,130.1086466,,,
"metals, non-ferro",A.100.24.125,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Molybdenum (EoL-RIR = 9%),52.21199981,9.737593985,,,
"metals, non-ferro",A.100.24.126,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Nickel (primary),30.81981511,14.76936992,,,
"metals, non-ferro",A.100.24.127,"Materials, metals, non ferro        Note: when 'virgin' is added it is 100% primary, when nothing is added it is a european market mix accoding to JRC report : Towards recycling indicators based on EU flows and raw materials analysis system data. 2018",kg ,Nickel (secondary),0.096282683,0.611208301,,,
