name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text
電力碳足跡(2017),0.694,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2019,環境部,1,電力碳足跡(2017) kwh 台灣 環保署
廢棄物焚化處理服務(苗栗縣垃圾焚化廠),340.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2018,環境部、裕鼎股份有限公司,1,廢棄物焚化處理服務(苗栗縣垃圾焚化廠) mt 台灣 環保署
柴油（未燃燒，泰國，2005）,0.328,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,柴油（未燃燒，泰國，2005） kg 台灣 環保署
燃料油（未燃燒，泰國，2005）,0.305,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,燃料油（未燃燒，泰國，2005） kg 台灣 環保署
汽油（未燃燒，泰國，2005）,0.706,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,汽油（未燃燒，泰國，2005） kg 台灣 環保署
液化石油氣（未燃燒，泰國，2008）,0.412,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化石油氣（未燃燒，泰國，2008） kg 台灣 環保署
液化石油氣（未燃燒，韓國，2006）,0.394,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化石油氣（未燃燒，韓國，2006） kg 台灣 環保署
液化天然氣（未燃燒，韓國，2006）,0.595,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,液化天然氣（未燃燒，韓國，2006） kg 台灣 環保署
汽油（未燃燒，韓國，2000）,0.0832,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,汽油（未燃燒，韓國，2000） kg 台灣 環保署
重質燃料油（未燃燒，韓國，1998）,0.325,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,重質燃料油（未燃燒，韓國，1998） kg 台灣 環保署
煤（未燃燒，韓國，1999）,0.48,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,煤（未燃燒，韓國，1999） kg 台灣 環保署
柴油（未燃燒，韓國，2000）,0.0682,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,柴油（未燃燒，韓國，2000） kg 台灣 環保署
飲用水（韓國，2002）,0.000332,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,飲用水（韓國，2002） kg 台灣 環保署
工業用水（韓國，1998）,0.000102,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,－－－,1,工業用水（韓國，1998） kg 台灣 環保署
鏡面無縫紙管,2.39,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部，聚冠紙器企業股份有限公司,1,鏡面無縫紙管 kg 台灣 環保署
洗碗精（1000ml）,2.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,德大生技有限公司,1,洗碗精（1000ml） 瓶 台灣 環保署
洗衣粉,3.8,盒,盒,Taiwan EPA,TW,Taiwan Local,2018,德大生技有限公司,1,洗衣粉 盒 台灣 環保署
道林紙,1.46,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,道林紙 kg 台灣 環保署
無磷無氧銅塊,4.77,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,無磷無氧銅塊 kg 台灣 環保署
洗髮精（1000ml）,28.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,歐萊德國際股份有限公司、昇宏國際企業股份有限公司,1,洗髮精（1000ml） 瓶 台灣 環保署
橄欖洗髮精（1000ml）,30.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,昇宏國際企業股份有限公司,1,橄欖洗髮精（1000ml） 瓶 台灣 環保署
過硫酸鈉,14.1,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,過硫酸鈉 kg 台灣 環保署
過硫酸銨,6.58,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,過硫酸銨 kg 台灣 環保署
綠茶洗髮精（1000ml）,27.0,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,歐萊德國際股份有限公司,1,綠茶洗髮精（1000ml） 瓶 台灣 環保署
聚氯乙烯(PVC)合成皮（壓延製程，未使用基布）,3.37,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（壓延製程，未使用基布） kg 台灣 環保署
聚氯乙烯(PVC)合成皮（壓延製程，使用基布）,4.19,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（壓延製程，使用基布） kg 台灣 環保署
聚氯乙烯(PVC)合成皮（塗佈製程）,5.71,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,聚氯乙烯(PVC)合成皮（塗佈製程） kg 台灣 環保署
封裝銅銲線,0.0171,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,封裝銅銲線 m 台灣 環保署
8mm裸銅線（無氧銅）,5.13,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,8mm裸銅線（無氧銅） kg 台灣 環保署
8mm裸銅線（SCR銅）,4.13,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,8mm裸銅線（SCR銅） kg 台灣 環保署
3.03mm裸銅線（SCR銅）,4.16,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,3.03mm裸銅線（SCR銅） kg 台灣 環保署
豆漿(450ml，鋁箔包裝),0.38,盒,盒,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,豆漿(450ml，鋁箔包裝) 盒 台灣 環保署
2.6mm裸銅線（SCR銅）,4.28,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,2.6mm裸銅線（SCR銅） kg 台灣 環保署
瓶裝水(2000ml，PET包裝),0.368,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水(2000ml，PET包裝) 瓶 台灣 環保署
濃硫酸,0.354,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,濃硫酸 kg 台灣 環保署
瓶裝水(1500ml，PET包裝),0.25,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水(1500ml，PET包裝) 瓶 台灣 環保署
瓶裝水（600ml，PET包裝）,0.153,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,味丹企業股份有限公司,1,瓶裝水（600ml，PET包裝） 瓶 台灣 環保署
廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心）,0.5,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,惠民實業股份有限公司,1,廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心） m3 台灣 環保署
柴油（於捕撈移動源使用，2016）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於捕撈移動源使用，2016） l 台灣 環保署
高粱酒(50％，600ml),5.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2018,馬祖酒廠實業股份有限公司南竿廠,1,高粱酒(50％，600ml) 瓶 台灣 環保署
保鮮盒,5.16,piece,個,Taiwan EPA,TW,Taiwan Local,2018,寀呈股份有限公司,1,保鮮盒 piece 台灣 環保署
紅茶(375ml，鋁箔包裝),0.16,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(375ml，鋁箔包裝) 包 台灣 環保署
紅茶(300ml，鋁箔包裝),0.12,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(300ml，鋁箔包裝) 包 台灣 環保署
紅茶(250ml，鋁箔包裝),0.1,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,紅茶(250ml，鋁箔包裝) 包 台灣 環保署
奶茶(375ml，鋁箔包裝),0.2,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(375ml，鋁箔包裝) 包 台灣 環保署
柴油（於水路運輸移動源使用，2016）,3.37,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於水路運輸移動源使用，2016） l 台灣 環保署
奶茶(300ml，鋁箔包裝),0.14,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(300ml，鋁箔包裝) 包 台灣 環保署
奶茶(250ml，鋁箔包裝),0.13,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,奶茶(250ml，鋁箔包裝) 包 台灣 環保署
綠茶（300ml，鋁箔包裝）,0.12,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,綠茶（300ml，鋁箔包裝） 包 台灣 環保署
綠茶（250ml，鋁箔包裝）,0.11,包,包,Taiwan EPA,TW,Taiwan Local,2018,統一企業股份有限公司,1,綠茶（250ml，鋁箔包裝） 包 台灣 環保署
柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2016） l 台灣 環保署
高速鐵路運輸服務,0.034,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2018,環境部、台灣高速鐵路股份有限公司,1,高速鐵路運輸服務 pkm 台灣 環保署
原生木漿影印紙,3.6,包,包,Taiwan EPA,TW,Taiwan Local,2018,中華紙漿股份有限公司花蓮廠,1,原生木漿影印紙 包 台灣 環保署
廢（污）水處理服務（中部科學工業園區管理局-虎尾園區）,1.7,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,中欣行股份有限公司,1,廢（污）水處理服務（中部科學工業園區管理局-虎尾園區） m3 台灣 環保署
廢（污）水處理服務（高雄市楠梓污水處理廠）,0.4,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,山林水環境工程股份有限公司,1,廢（污）水處理服務（高雄市楠梓污水處理廠） m3 台灣 環保署
廢（污）水處理服務（中部科學工業園區台中園區污水處理廠）,0.45,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,山林水環境工程股份有限公司,1,廢（污）水處理服務（中部科學工業園區台中園區污水處理廠） m3 台灣 環保署
雞蛋,0.162,顆,顆,Taiwan EPA,TW,Taiwan Local,2018,臺南市環境保護局,1,雞蛋 顆 台灣 環保署
住宿服務（四人房）,90.0,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2018,臺南市環境保護局,1,住宿服務（四人房） 每房-每天 台灣 環保署
住宿服務（單/兩人房）,75.0,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2018,臺南市環境保護局,1,住宿服務（單/兩人房） 每房-每天 台灣 環保署
番薯冰烤兩吃,0.0955,包,包,Taiwan EPA,TW,Taiwan Local,2018,台南市環境保護局,1,番薯冰烤兩吃 包 台灣 環保署
烤番薯,0.656,盒,盒,Taiwan EPA,TW,Taiwan Local,2018,台南市環境保護局,1,烤番薯 盒 台灣 環保署
客船服務（台東富岡-綠島）,11.6,每人次,每人次,Taiwan EPA,TW,Taiwan Local,2018,經濟部中小企業處,1,客船服務（台東富岡-綠島） 每人次 台灣 環保署
以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,延噸公里(tkm),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,以柴油動力垃圾車清除運輸一般廢棄物 tkm 台灣 環保署
薄膜型太陽光電模組,407.0,片,片,Taiwan EPA,TW,Taiwan Local,2018,經濟部標準檢驗局,1,薄膜型太陽光電模組 片 台灣 環保署
單結晶矽電池太陽光電模組（96片5吋）,417.0,片,片,Taiwan EPA,TW,Taiwan Local,2018,經濟部標準檢驗局,1,單結晶矽電池太陽光電模組（96片5吋） 片 台灣 環保署
單結晶矽電池太陽光電模組（60片6吋）,413.0,片,片,Taiwan EPA,TW,Taiwan Local,2018,經濟部標準檢驗局,1,單結晶矽電池太陽光電模組（60片6吋） 片 台灣 環保署
鋁質水泥,10.1,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,內政部營建署,1,鋁質水泥 kg 台灣 環保署
全鋁質混凝土管（管徑 800mm）,199.0,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2018,內政部營建署,1,全鋁質混凝土管（管徑 800mm） m 台灣 環保署
全鋁質混凝土管（管徑 300mm）,94.8,m,公尺(m),Taiwan EPA,TW,Taiwan Local,2018,內政部營建署,1,全鋁質混凝土管（管徑 300mm） m 台灣 環保署
航空旅客運輸服務(松山-金門),0.281,pkm,延人公里(pkm),Taiwan EPA,TW,Taiwan Local,2018,環境部、交通部民用航空局、松山機場、金門機場、華信航空、台灣航勤,1,航空旅客運輸服務(松山-金門) pkm 台灣 環保署
住宿服務(四人房),60.1,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2018,環境部、福容大飯店股份有限公司桃園分公司,1,住宿服務(四人房) 每房-每天 台灣 環保署
住宿服務(三人房),57.2,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2018,環境部、福容大飯店股份有限公司桃園分公司,1,住宿服務(三人房) 每房-每天 台灣 環保署
住宿服務(二人房),54.3,每房-每天,每房-每天,Taiwan EPA,TW,Taiwan Local,2018,環境部、福容大飯店股份有限公司桃園分公司,1,住宿服務(二人房) 每房-每天 台灣 環保署
優酪乳,1.95,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,衛生福利部食品藥物管理署、味全食品工業股份有限公司斗六廠,1,優酪乳 kg 台灣 環保署
花生油,1.95,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,衛生福利部食品藥物管理署、福壽實業股份有限公司台中港廠,1,花生油 kg 台灣 環保署
精緻牛油,0.694,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,衛生福利部食品藥物管理署、統清股份有限公司台南廠,1,精緻牛油 kg 台灣 環保署
精製豬油,0.785,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,衛生福利部食品藥物管理署、統清股份有限公司台南廠,1,精製豬油 kg 台灣 環保署
甲酸鈉,2.26,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,甲酸鈉 kg 台灣 環保署
氦氣,1.12,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,氦氣 kg 台灣 環保署
硫酸鈉,0.209,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,硫酸鈉 kg 台灣 環保署
乙苯,2.37,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,乙苯 kg 台灣 環保署
苯甲酸,1.84,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,苯甲酸 kg 台灣 環保署
水楊酸,2.37,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,水楊酸 kg 台灣 環保署
生牛皮(不含養牛階段),0.27,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局、台灣區皮革工業同業公會,1,生牛皮(不含養牛階段) kg 台灣 環保署
生牛皮(含養牛階段),4.86,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,生牛皮(含養牛階段) kg 台灣 環保署
四氫呋喃(丁二醇製程),3.42,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,四氫呋喃(丁二醇製程) kg 台灣 環保署
"四氫呋喃(1,3-丁二烯製程)",2.47,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,"四氫呋喃(1,3-丁二烯製程) kg 台灣 環保署"
碳酸鉀,1.44,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,碳酸鉀 kg 台灣 環保署
氧化鐵粉,1.28,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,氧化鐵粉 kg 台灣 環保署
液化石油氣(於固定源使用，2016),2.24,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,液化石油氣(於固定源使用，2016) l 台灣 環保署
天然氣(於固定源使用，2016),2.6,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,天然氣(於固定源使用，2016) m3 台灣 環保署
煤油使用(2016),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,煤油使用(2016) l 台灣 環保署
車用汽油(於移動源使用，2016),3.01,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,車用汽油(於移動源使用，2016) l 台灣 環保署
碳酸鉀,1.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,碳酸鉀 kg 台灣 環保署
環氧乙烷,2.89,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,環氧乙烷 kg 台灣 環保署
硝基苯,3.28,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,硝基苯 kg 台灣 環保署
化學熱磨機械紙漿,1.59,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,化學熱磨機械紙漿 kg 台灣 環保署
車用汽油(於固定源使用，2016),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,車用汽油(於固定源使用，2016) l 台灣 環保署
亞硫酸鈉,1.83,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,亞硫酸鈉 kg 台灣 環保署
氯化鈣(氫氯化製程),0.415,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,氯化鈣(氫氯化製程) kg 台灣 環保署
氯化鈣(索爾維製程),1.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,氯化鈣(索爾維製程) kg 台灣 環保署
貼片電容,101.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,貼片電容 kg 台灣 環保署
車用汽油(未燃燒，2016),0.656,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,車用汽油(未燃燒，2016) l 台灣 環保署
積層陶瓷電容,334.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,積層陶瓷電容 kg 台灣 環保署
電解電容,16.2,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,電解電容 kg 台灣 環保署
記憶體積體電路,570.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,記憶體積體電路 kg 台灣 環保署
柴油(於公路運輸移動源使用，2016),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油(於公路運輸移動源使用，2016) l 台灣 環保署
邏輯積體電路,732.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,邏輯積體電路 kg 台灣 環保署
硫化鈉,2.33,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,經濟部工業局,1,硫化鈉 kg 台灣 環保署
環氧氯丙烷(醋酸丙烯酯製程),8.04,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,環氧氯丙烷(醋酸丙烯酯製程) kg 台灣 環保署
環氧氯丙烷(丙烯氯化製程),6.88,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,環氧氯丙烷(丙烯氯化製程) kg 台灣 環保署
柴油(於固定源使用，2016),3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油(於固定源使用，2016) l 台灣 環保署
柴油(未燃燒，2016),0.735,l,公升(L),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,柴油(未燃燒，2016) l 台灣 環保署
電力碳足跡(2016),0.66,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2018,環境部,1,電力碳足跡(2016) kwh 台灣 環保署
氫化石油樹脂,2.73,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,氫化石油樹脂 kg 台灣 環保署
R45水泥混凝土,445.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,R45水泥混凝土 m3 台灣 環保署
鋼纖維噴凝土(255kgf/cm2),433.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,鋼纖維噴凝土(255kgf/cm2) m3 台灣 環保署
噴凝土(210kgf/cm2),394.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,噴凝土(210kgf/cm2) m3 台灣 環保署
自充填預拌混凝土(420kgf/cm2),320.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,自充填預拌混凝土(420kgf/cm2) m3 台灣 環保署
自充填預拌混凝土(350kgf/cm2),295.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,自充填預拌混凝土(350kgf/cm2) m3 台灣 環保署
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率45％),336.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率45％) m3 台灣 環保署
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率25％),443.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,公路總局蘇花公路改善工程處,1,早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率25％) m3 台灣 環保署
蛋白質護髮霜,1.54,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,昇宏國際企業股份有限公司,1,蛋白質護髮霜 瓶 台灣 環保署
廢(污)水處理服務(羅東地區水資源回收中心),0.3,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2017,山林水環境工程股份有限公司,1,廢(污)水處理服務(羅東地區水資源回收中心) m3 台灣 環保署
綠茶擂茶,4.5,包,包,Taiwan EPA,TW,Taiwan Local,2017,璞鈺生技食品有限公司、新竹縣政府環境保護局,1,綠茶擂茶 包 台灣 環保署
精力湯,3.47,包,包,Taiwan EPA,TW,Taiwan Local,2017,璞鈺生技食品有限公司、新竹縣政府環境保護局,1,精力湯 包 台灣 環保署
擂茶,3.64,包,包,Taiwan EPA,TW,Taiwan Local,2017,璞鈺生技食品有限公司、新竹縣政府環境保護局,1,擂茶 包 台灣 環保署
燃料油使用(蒸餘油/重油使用，2016),3.96,l,公升(L),Taiwan EPA,TW,Taiwan Local,2017,環境部,1,燃料油使用(蒸餘油/重油使用，2016) l 台灣 環保署
豬肉,36.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,祥圃實業股份有限公司,1,豬肉 kg 台灣 環保署
落花生,0.68,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會農業試驗所,1,落花生 kg 台灣 環保署
竹醋液(以機械窯生產),1.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹醋液(以機械窯生產) kg 台灣 環保署
竹醋液(以土窯生產),0.905,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹醋液(以土窯生產) kg 台灣 環保署
竹炭粒(以機械窯生產),0.719,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹炭粒(以機械窯生產) kg 台灣 環保署
豬肋排(骨頭100％),36.7,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,祥圃實業股份有限公司,1,豬肋排(骨頭100％) kg 台灣 環保署
豬肋排(帶骨50％),36.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,祥圃實業股份有限公司,1,豬肋排(帶骨50％) kg 台灣 環保署
霜降豬肉(不帶骨),36.6,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,祥圃實業股份有限公司,1,霜降豬肉(不帶骨) kg 台灣 環保署
豬肉(不帶骨),37.1,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,祥圃實業股份有限公司,1,豬肉(不帶骨) kg 台灣 環保署
有機廢棄物免發酵轉化肥料處理服務,48.3,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、葉山環保生物科技股份有限公司,1,有機廢棄物免發酵轉化肥料處理服務 mt 台灣 環保署
有機裸麥土司(常溫),1.66,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、喜願行,1,有機裸麥土司(常溫) kg 台灣 環保署
有機全麥粉,1.39,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、喜願行,1,有機全麥粉 kg 台灣 環保署
有機麩皮胚芽粉,1.36,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、喜願行,1,有機麩皮胚芽粉 kg 台灣 環保署
竹炭粒(以土窯生產),0.342,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹炭粒(以土窯生產) kg 台灣 環保署
鮮乳,2.48,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,金門縣畜產試驗所,1,鮮乳 kg 台灣 環保署
有機小麥粉,1.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、喜願行,1,有機小麥粉 kg 台灣 環保署
竹炭片(以機械窯生產),0.762,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹炭片(以機械窯生產) kg 台灣 環保署
紅殼雞蛋,0.107,顆,顆,Taiwan EPA,TW,Taiwan Local,2017,麗園農牧科技股份有限公司,1,紅殼雞蛋 顆 台灣 環保署
高山烏龍茶(無烘培-完全發酵),6.3,包,包,Taiwan EPA,TW,Taiwan Local,2017,講茶集團,1,高山烏龍茶(無烘培-完全發酵) 包 台灣 環保署
竹炭片(以土窯生產),0.384,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2017,行政院農業委員會林務局,1,竹炭片(以土窯生產) kg 台灣 環保署
高山烏龍茶(有烘培-部分發酵),7.69,包,包,Taiwan EPA,TW,Taiwan Local,2017,講茶集團,1,高山烏龍茶(有烘培-部分發酵) 包 台灣 環保署
高山烏龍茶(無烘培-部分發酵),5.71,包,包,Taiwan EPA,TW,Taiwan Local,2017,講茶集團,1,高山烏龍茶(無烘培-部分發酵) 包 台灣 環保署
燃料油使用(含90wt％ 生質燃料油，2015),3140.0,kl,公秉(kl),Taiwan EPA,TW,Taiwan Local,2017,經濟部中小企業處、環新能源股份有限公司,1,燃料油使用(含90wt％ 生質燃料油，2015) kl 台灣 環保署
環保抽取式擦手紙巾,0.65,包,包,Taiwan EPA,TW,Taiwan Local,2017,正隆股份有限公司竹北廠,1,環保抽取式擦手紙巾 包 台灣 環保署
環保抽取式衛生紙,0.32,包,包,Taiwan EPA,TW,Taiwan Local,2017,正隆股份有限公司竹北廠,1,環保抽取式衛生紙 包 台灣 環保署
抽取式衛生紙(110抽),0.4,包,包,Taiwan EPA,TW,Taiwan Local,2017,正大造紙廠股份有限公司、正隆股份有限公司竹北廠,1,抽取式衛生紙(110抽) 包 台灣 環保署
大捲筒衛生紙,1.8,捲,捲,Taiwan EPA,TW,Taiwan Local,2017,正大造紙廠股份有限公司,1,大捲筒衛生紙 捲 台灣 環保署
客家桔醬,0.5,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2017,阿金姐工作坊,1,客家桔醬 瓶 台灣 環保署
