name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text
金牌台灣啤酒(330 ml，收縮膜6罐裝),1.33,組,組,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(330 ml，收縮膜6罐裝) 組 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(330 ml，紙箱24罐裝),0.22,罐,罐,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(330 ml，紙箱24罐裝) 罐 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(330 ml，紙箱24罐裝),5.3,箱,箱,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(330 ml，紙箱24罐裝) 箱 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(500 ml，紙箱24罐裝),0.33,罐,罐,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(500 ml，紙箱24罐裝) 罐 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(500 ml ，紙箱24罐裝),7.88,箱,箱,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(500 ml ，紙箱24罐裝) 箱 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(600 ml，紙箱12瓶裝),0.4,瓶,瓶,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(600 ml，紙箱12瓶裝) 瓶 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
金牌台灣啤酒(600 ml，紙箱12瓶裝),9.48,箱,箱,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,1,金牌台灣啤酒(600 ml，紙箱12瓶裝) 箱 台灣 環境部 產品碳足跡 環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司
筆記型電腦(11.6吋),81.0,台,台,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部、宏碁股份有限公司、廣達電腦股份有限公司,1,筆記型電腦(11.6吋) 台 台灣 環境部 產品碳足跡 環境部、宏碁股份有限公司、廣達電腦股份有限公司
沐浴乳,1.8,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部,1,沐浴乳 公升(L) 台灣 環境部 產品碳足跡 環境部
沐浴乳(15ml，鋁箔包裝),0.0571,包,包,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部,1,沐浴乳(15ml，鋁箔包裝) 包 台灣 環境部 產品碳足跡 環境部
沐浴乳(30ml，軟管包裝),0.115,罐,罐,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部,1,沐浴乳(30ml，軟管包裝) 罐 台灣 環境部 產品碳足跡 環境部
沐浴乳(30ml，瓶裝包裝),0.115,罐,罐,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,環境部,1,沐浴乳(30ml，瓶裝包裝) 罐 台灣 環境部 產品碳足跡 環境部
苯胺,5.19,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,苯胺 kg 台灣 環境部 產品碳足跡 經濟部工業局
1馬力磁力驅動無軸封泵浦(不含馬達),78.01,台,台,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,協磁股份有限公司,1,1馬力磁力驅動無軸封泵浦(不含馬達) 台 台灣 環境部 產品碳足跡 協磁股份有限公司
3馬力磁力驅動無軸封泵浦(不含馬達),94.75,台,台,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,協磁股份有限公司,1,3馬力磁力驅動無軸封泵浦(不含馬達) 台 台灣 環境部 產品碳足跡 協磁股份有限公司
硝酸銨鈣(肥料用),1.8,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,硝酸銨鈣(肥料用) kg 台灣 環境部 產品碳足跡 經濟部工業局
丙三醇,2.16,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,丙三醇 kg 台灣 環境部 產品碳足跡 經濟部工業局
乙二醇丁醚,1.91,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,乙二醇丁醚 kg 台灣 環境部 產品碳足跡 經濟部工業局
丙烯醯胺,2.32,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,丙烯醯胺 kg 台灣 環境部 產品碳足跡 經濟部工業局
氬氣,0.3,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,氬氣 kg 台灣 環境部 產品碳足跡 經濟部工業局
硝酸鈉 (非肥料用),3.22,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,硝酸鈉 (非肥料用) kg 台灣 環境部 產品碳足跡 經濟部工業局
木漿(針葉樹化學木漿-半漂白或已漂白),0.93,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,木漿(針葉樹化學木漿-半漂白或已漂白) kg 台灣 環境部 產品碳足跡 經濟部工業局
乙二胺,6.18,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,乙二胺 kg 台灣 環境部 產品碳足跡 經濟部工業局
鉛(精鍊，未鍛造),1.7,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,鉛(精鍊，未鍛造) kg 台灣 環境部 產品碳足跡 經濟部工業局
電解銅(陰極及陰極型精鍊銅-未經塑性加工),3.87,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,電解銅(陰極及陰極型精鍊銅-未經塑性加工) kg 台灣 環境部 產品碳足跡 經濟部工業局
氯化鈉,0.44,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,氯化鈉 kg 台灣 環境部 產品碳足跡 經濟部工業局
碳酸鈉,1.9,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,碳酸鈉 kg 台灣 環境部 產品碳足跡 經濟部工業局
氯苯,3.87,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,氯苯 kg 台灣 環境部 產品碳足跡 經濟部工業局
鎂錠,28.7,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,經濟部工業局,1,鎂錠 kg 台灣 環境部 產品碳足跡 經濟部工業局
微藻素火腿,2.49,條,條,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,微藻素火腿 條 台灣 環境部 產品碳足跡 台南市政府環境保護局
猴頭菇素火腿,2.43,條,條,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,猴頭菇素火腿 條 台灣 環境部 產品碳足跡 台南市政府環境保護局
煙燻素火腿,2.59,條,條,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,煙燻素火腿 條 台灣 環境部 產品碳足跡 台南市政府環境保護局
素火腿,2.37,條,條,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,素火腿 條 台灣 環境部 產品碳足跡 台南市政府環境保護局
芝麻粉,2.58,罐,罐,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,芝麻粉 罐 台灣 環境部 產品碳足跡 台南市政府環境保護局
清麻油(300 ml),1.38,瓶,瓶,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,清麻油(300 ml) 瓶 台灣 環境部 產品碳足跡 台南市政府環境保護局
清麻油(500 ml),2.54,瓶,瓶,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,清麻油(500 ml) 瓶 台灣 環境部 產品碳足跡 台南市政府環境保護局
黑麻油(300 ml),1.38,瓶,瓶,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,黑麻油(300 ml) 瓶 台灣 環境部 產品碳足跡 台南市政府環境保護局
黑麻油(500 ml),2.53,瓶,瓶,MOENV CFP,TW,Taiwan Product Carbon Footprint,2016,台南市政府環境保護局,1,黑麻油(500 ml) 瓶 台灣 環境部 產品碳足跡 台南市政府環境保護局
電力碳足跡(2015),0.654,kWh,度(kwh),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,電力碳足跡(2015) kWh 台灣 環境部 產品碳足跡 環境部
燃料油使用(蒸餘油/重油使用，2015),4.0,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,燃料油使用(蒸餘油/重油使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
柴油(未燃燒，2015),0.752,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,柴油(未燃燒，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
柴油(於固定源使用，2015),3.45,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,柴油(於固定源使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
柴油(於移動源使用，2015),3.48,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,柴油(於移動源使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
天然橡膠(乳膠),2.71,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,天然橡膠(乳膠) kg 台灣 環境部 產品碳足跡 經濟部工業局
銀(未鍛造),31.9,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,銀(未鍛造) kg 台灣 環境部 產品碳足跡 經濟部工業局
乙二酸,4.34,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,乙二酸 kg 台灣 環境部 產品碳足跡 經濟部工業局
錳(未經塑性加工),6.98,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,錳(未經塑性加工) kg 台灣 環境部 產品碳足跡 經濟部工業局
車用汽油(未燃燒，2015),0.671,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,車用汽油(未燃燒，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
氫氧化鋁,1.05,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,氫氧化鋁 kg 台灣 環境部 產品碳足跡 經濟部工業局
矽酸鈉,1.0,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,矽酸鈉 kg 台灣 環境部 產品碳足跡 經濟部工業局
聚對苯二甲酸丁二酯(PBT),2.6,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,聚對苯二甲酸丁二酯(PBT) kg 台灣 環境部 產品碳足跡 經濟部工業局
車用汽油(於固定源使用，2015),3.02,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,車用汽油(於固定源使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
乙酸酐,2.69,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,乙酸酐 kg 台灣 環境部 產品碳足跡 經濟部工業局
丁二醇,6.29,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,丁二醇 kg 台灣 環境部 產品碳足跡 經濟部工業局
聚乙二醇(PEG),1.75,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,聚乙二醇(PEG) kg 台灣 環境部 產品碳足跡 經濟部工業局
未精煉銅(供電解法精煉用之陽極銅),7.59,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,未精煉銅(供電解法精煉用之陽極銅) kg 台灣 環境部 產品碳足跡 經濟部工業局
車用汽油(於移動源使用，2015),3.1,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,車用汽油(於移動源使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
重鉻酸鉀,4.09,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,重鉻酸鉀 kg 台灣 環境部 產品碳足跡 經濟部工業局
1-丁醇,2.93,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,1-丁醇 kg 台灣 環境部 產品碳足跡 經濟部工業局
異丁醇,2.82,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,經濟部工業局,1,異丁醇 kg 台灣 環境部 產品碳足跡 經濟部工業局
天然氣(於固定源使用，2015),2.61,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,天然氣(於固定源使用，2015) m3 台灣 環境部 產品碳足跡 環境部
液化石油氣(於固定源使用，2015),2.26,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,液化石油氣(於固定源使用，2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
3.49噸常溫貨車服務(裝載率31％，包含營業據點排放),2.18,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.49噸常溫貨車服務(裝載率31％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.49噸常溫貨車服務(裝載率84％，包含營業據點排放),0.833,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.49噸常溫貨車服務(裝載率84％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.5~7.4噸常溫貨車服務(裝載率82％，包含營業據點排放),0.316,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.5~7.4噸常溫貨車服務(裝載率82％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
煤油使用(2015),3.02,公升(L),公升(L),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,煤油使用(2015) 公升(L) 台灣 環境部 產品碳足跡 環境部
7.5~16噸常溫貨車服務(裝載率80％，包含營業據點排放),0.276,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,7.5~16噸常溫貨車服務(裝載率80％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.49噸低溫貨車服務(裝載率32％，包含營業據點排放),2.71,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.49噸低溫貨車服務(裝載率32％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.49噸低溫貨車服務(裝載率77％，包含營業據點排放),1.55,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.49噸低溫貨車服務(裝載率77％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.5~7.4噸低溫貨車服務(裝載率41％，包含營業據點排放),1.15,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.5~7.4噸低溫貨車服務(裝載率41％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
3.5~7.4噸低溫貨車服務(裝載率69％，包含營業據點排放),0.959,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.5~7.4噸低溫貨車服務(裝載率69％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
不鏽鋼盤元(含酸洗與退火加工製程),1.7,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,不鏽鋼盤元(含酸洗與退火加工製程) kg 台灣 環境部 產品碳足跡 環境部
不鏽鋼盤元(不含酸洗與退火加工製程),1.42,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,不鏽鋼盤元(不含酸洗與退火加工製程) kg 台灣 環境部 產品碳足跡 環境部
晶片電阻,170.0,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,晶片電阻 kg 台灣 環境部 產品碳足跡 環境部
過磷酸鈣,0.847,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,過磷酸鈣 kg 台灣 環境部 產品碳足跡 環境部
銅箔,12.4,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,銅箔 kg 台灣 環境部 產品碳足跡 環境部
葵花油,5.78,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,葵花油 kg 台灣 環境部 產品碳足跡 環境部
7.5~16噸低溫貨車服務(裝載率65％，包含營業據點排放),0.961,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,7.5~16噸低溫貨車服務(裝載率65％，包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
氮氣,0.13,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,氮氣 m3 台灣 環境部 產品碳足跡 環境部
3.49噸多溫貨車服務(包含營業據點排放),1.66,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,交通部運輸研究所,1,3.49噸多溫貨車服務(包含營業據點排放) 延噸公里(tkm) 台灣 環境部 產品碳足跡 交通部運輸研究所
有機越光米,1.59,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,宜蘭縣政府環境保護局,1,有機越光米 kg 台灣 環境部 產品碳足跡 宜蘭縣政府環境保護局
聚乙烯醇,3.67,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,聚乙烯醇 kg 台灣 環境部 產品碳足跡 環境部
合成橡膠乳液(NBR Latex),1.5,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,合成橡膠乳液(NBR Latex) kg 台灣 環境部 產品碳足跡 環境部
合成橡膠乳液(SBR Latex),2.39,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,合成橡膠乳液(SBR Latex) kg 台灣 環境部 產品碳足跡 環境部
再生鋅錠,0.04,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,再生鋅錠 kg 台灣 環境部 產品碳足跡 環境部
紅茶,7.04,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,宜蘭縣政府環境保護局,1,紅茶 kg 台灣 環境部 產品碳足跡 宜蘭縣政府環境保護局
再生鋅合金錠,0.0403,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,再生鋅合金錠 kg 台灣 環境部 產品碳足跡 環境部
有機三星蔥,0.558,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,宜蘭縣政府環境保護局,1,有機三星蔥 kg 台灣 環境部 產品碳足跡 宜蘭縣政府環境保護局
苯乙烯單體,2.17,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,苯乙烯單體 kg 台灣 環境部 產品碳足跡 環境部
水梨,1.79,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,宜蘭縣政府環境保護局,1,水梨 kg 台灣 環境部 產品碳足跡 宜蘭縣政府環境保護局
聚酯纖維(短纖，直紡),5.0,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,聚酯纖維(短纖，直紡) kg 台灣 環境部 產品碳足跡 環境部
天然棉混紡紗,4.42,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,天然棉混紡紗 kg 台灣 環境部 產品碳足跡 環境部
精鹽(食用鹽),0.17,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,精鹽(食用鹽) kg 台灣 環境部 產品碳足跡 環境部
未漂白牛皮紙袋和麻袋用紙,1.24,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,未漂白牛皮紙袋和麻袋用紙 kg 台灣 環境部 產品碳足跡 環境部
航空貨物運輸服務,1.16,延噸公里(tkm),延噸公里(tkm),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,環境部,1,航空貨物運輸服務 延噸公里(tkm) 台灣 環境部 產品碳足跡 環境部
鋼胚(電弧爐製程，不分型號),0.678,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,鋼胚(電弧爐製程，不分型號) kg 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
熱軋竹節鋼筋(不分型號),0.919,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,熱軋竹節鋼筋(不分型號) kg 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
水泥(不分型號),0.907,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,水泥(不分型號) kg 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(80kgf/cm2),207.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(80kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(140kgf/cm2),199.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(140kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(175kgf/cm2),194.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(175kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(210kgf/cm2),220.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(210kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(245kgf/cm2，坍度15-17.5cm),244.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(245kgf/cm2，坍度15-17.5cm) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(245kgf/cm2，坍度50cm),252.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(245kgf/cm2，坍度50cm) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(280kgf/cm2),263.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(280kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
預拌混凝土(420kgf/cm2),383.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,預拌混凝土(420kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
水中混凝土(210kgf/cm2),242.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,水中混凝土(210kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
水中混凝土(280kgf/cm2),275.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,水中混凝土(280kgf/cm2) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率20％),431.0,m3,立方公尺(m3),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,公路總局蘇花公路改善工程處,1,早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率20％) m3 台灣 環境部 產品碳足跡 公路總局蘇花公路改善工程處
受阻胺光安定劑 (53gal鐵桶包裝),5.4,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑 (53gal鐵桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
受阻胺光安定劑 (20L塑膠桶包裝),5.51,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑 (20L塑膠桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
受阻胺光安定劑(1噸塑膠方桶包裝),5.33,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,受阻胺光安定劑(1噸塑膠方桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
苯並三唑紫外線吸收劑 (53gal鐵桶包裝),9.23,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (53gal鐵桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
苯並三唑紫外線吸收劑 (20L塑膠桶包裝),9.34,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (20L塑膠桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
苯並三唑紫外線吸收劑 (1噸塑膠方桶包裝),9.16,kg,公斤(kg),MOENV CFP,TW,Taiwan Product Carbon Footprint,2017,臺灣永光化學工業股份有限公司,1,苯並三唑紫外線吸收劑 (1噸塑膠方桶包裝) kg 台灣 環境部 產品碳足跡 臺灣永光化學工業股份有限公司
