name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text,duplicate_group_key,alternate_version_count,duplicate_sources,duplicate_years,dedupe_note
氯化鉀(肥料用),0.61,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,氯化鉀(肥料用) kg 台灣 環保署,氯化鉀(肥料用) | kg | 0.61,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
硫代硫酸鈉(結晶、無水),4.99,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,硫代硫酸鈉(結晶、無水) kg 台灣 環保署,硫代硫酸鈉(結晶、無水) | kg | 4.99,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
亞硫酸鈉,1.08,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,亞硫酸鈉 kg 台灣 環保署,亞硫酸鈉 | kg | 1.08,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
次氯酸鈉(工業用),0.51,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,次氯酸鈉(工業用) kg 台灣 環保署,次氯酸鈉(工業用) | kg | 0.51,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
中密度纖維板,1.12,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,中密度纖維板 kg 台灣 環保署,中密度纖維板 | kg | 1.12,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
瓦楞芯紙(原紙),0.72,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,瓦楞芯紙(原紙) kg 台灣 環保署,瓦楞芯紙(原紙) | kg | 0.72,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
硝酸銨,1.76,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,硝酸銨 kg 台灣 環保署,硝酸銨 | kg | 1.76,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
馬口鐵,2.43,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「104年製造業產品碳足跡輔導與推廣計畫」,1,馬口鐵 kg 台灣 環保署,馬口鐵 | kg | 2.43,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
尿素,1.65,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,1,尿素 kg 台灣 環保署,尿素 | kg | 1.65,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鐵容器-碎鐵（含容器廢棄階段）,0.26,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鐵容器-碎鐵（含容器廢棄階段） kg 台灣 環保署,再生料-廢鐵容器-碎鐵（含容器廢棄階段） | kg | 0.26,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鋁容器-鋁錠（含容器廢棄階段）,1.23,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鋁容器-鋁錠（含容器廢棄階段） kg 台灣 環保署,再生料-廢鋁容器-鋁錠（含容器廢棄階段） | kg | 1.23,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢塑膠容器-發泡PS廢塑膠粒（含容器廢棄階段）,0.66,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢塑膠容器-發泡PS廢塑膠粒（含容器廢棄階段） kg 台灣 環保署,再生料-廢塑膠容器-發泡PS廢塑膠粒（含容器廢棄階段） | kg | 0.66,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢紙容器-脫墨紙漿（含容器廢棄階段）,0.36,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢紙容器-脫墨紙漿（含容器廢棄階段） kg 台灣 環保署,再生料-廢紙容器-脫墨紙漿（含容器廢棄階段） | kg | 0.36,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢玻璃容器-玻璃砂（含容器廢棄階段）,0.12,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢玻璃容器-玻璃砂（含容器廢棄階段） kg 台灣 環保署,再生料-廢玻璃容器-玻璃砂（含容器廢棄階段） | kg | 0.12,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-未發泡PS廢塑膠片（含容器廢棄階段）,0.22,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-未發泡PS廢塑膠片（含容器廢棄階段） kg 台灣 環保署,再生料-廢容器-未發泡PS廢塑膠片（含容器廢棄階段） | kg | 0.22,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PVC廢塑膠片（含容器廢棄階段）,0.24,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PVC廢塑膠片（含容器廢棄階段） kg 台灣 環保署,再生料-廢容器-PVC廢塑膠片（含容器廢棄階段） | kg | 0.24,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PP廢塑膠片（含容器廢棄階段）,0.35,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PP廢塑膠片（含容器廢棄階段） kg 台灣 環保署,再生料-廢容器-PP廢塑膠片（含容器廢棄階段） | kg | 0.35,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PET廢塑膠片（含容器廢棄階段）,0.39,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PET廢塑膠片（含容器廢棄階段） kg 台灣 環保署,再生料-廢容器-PET廢塑膠片（含容器廢棄階段） | kg | 0.39,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PE廢塑膠片（含容器廢棄階段）,0.22,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PE廢塑膠片（含容器廢棄階段） kg 台灣 環保署,再生料-廢容器-PE廢塑膠片（含容器廢棄階段） | kg | 0.22,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鐵容器-碎鐵,0.25,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鐵容器-碎鐵 kg 台灣 環保署,再生料-廢鐵容器-碎鐵 | kg | 0.25,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鋁容器-鋁錠,1.19,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鋁容器-鋁錠 kg 台灣 環保署,再生料-廢鋁容器-鋁錠 | kg | 1.19,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢塑膠容器-發泡PS廢塑膠粒,0.53,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢塑膠容器-發泡PS廢塑膠粒 kg 台灣 環保署,再生料-廢塑膠容器-發泡PS廢塑膠粒 | kg | 0.53,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢紙容器-脫墨紙漿,0.32,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢紙容器-脫墨紙漿 kg 台灣 環保署,再生料-廢紙容器-脫墨紙漿 | kg | 0.32,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢玻璃容器-玻璃砂,0.11,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢玻璃容器-玻璃砂 kg 台灣 環保署,再生料-廢玻璃容器-玻璃砂 | kg | 0.11,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-未發泡PS廢塑膠片,0.2,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-未發泡PS廢塑膠片 kg 台灣 環保署,再生料-廢容器-未發泡PS廢塑膠片 | kg | 0.2,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PVC廢塑膠片,0.22,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PVC廢塑膠片 kg 台灣 環保署,再生料-廢容器-PVC廢塑膠片 | kg | 0.22,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PP廢塑膠片,0.32,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PP廢塑膠片 kg 台灣 環保署,再生料-廢容器-PP廢塑膠片 | kg | 0.32,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PET廢塑膠片,0.35,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PET廢塑膠片 kg 台灣 環保署,再生料-廢容器-PET廢塑膠片 | kg | 0.35,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢容器-PE廢塑膠片,0.2,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢容器-PE廢塑膠片 kg 台灣 環保署,再生料-廢容器-PE廢塑膠片 | kg | 0.2,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-廢鐵,0.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-廢鐵 kg 台灣 環保署,再生料-廢照明光源-廢鐵 | kg | 0.3,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-廢鋁,0.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-廢鋁 kg 台灣 環保署,再生料-廢照明光源-廢鋁 | kg | 0.3,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-廢塑膠,0.33,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-廢塑膠 kg 台灣 環保署,再生料-廢照明光源-廢塑膠 | kg | 0.33,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-廢玻璃,0.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-廢玻璃 kg 台灣 環保署,再生料-廢照明光源-廢玻璃 | kg | 0.3,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-蒸餾汞,1635.66,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-蒸餾汞 kg 台灣 環保署,再生料-廢照明光源-蒸餾汞 | kg | 1635.66,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢照明光源-混合五金廢料,0.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢照明光源-混合五金廢料 kg 台灣 環保署,再生料-廢照明光源-混合五金廢料 | kg | 0.3,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢乾電池-鐵,0.22,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢乾電池-鐵 kg 台灣 環保署,再生料-廢乾電池-鐵 | kg | 0.22,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢乾電池-鋅,0.16,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢乾電池-鋅 kg 台灣 環保署,再生料-廢乾電池-鋅 | kg | 0.16,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢乾電池-二氧化錳,0.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢乾電池-二氧化錳 kg 台灣 環保署,再生料-廢乾電池-二氧化錳 | kg | 0.31,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢輪胎-橡膠粉,0.13,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢輪胎-橡膠粉 kg 台灣 環保署,再生料-廢輪胎-橡膠粉 | kg | 0.13,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢輪胎-橡膠片,0.06,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢輪胎-橡膠片 kg 台灣 環保署,再生料-廢輪胎-橡膠片 | kg | 0.06,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鉛蓄電池-鉛錠,0.76,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鉛蓄電池-鉛錠 kg 台灣 環保署,再生料-廢鉛蓄電池-鉛錠 | kg | 0.76,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鉛蓄電池-PP塑膠,0.15,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鉛蓄電池-PP塑膠 kg 台灣 環保署,再生料-廢鉛蓄電池-PP塑膠 | kg | 0.15,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
再生料-廢鉛蓄電池-ABS塑膠,0.12,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部回收基管會,1,再生料-廢鉛蓄電池-ABS塑膠 kg 台灣 環保署,再生料-廢鉛蓄電池-ABS塑膠 | kg | 0.12,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
小麥粉,0.72,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,小麥粉 kg 台灣 環保署,小麥粉 | kg | 0.72,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
馬鈴薯,0.11,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,馬鈴薯 kg 台灣 環保署,馬鈴薯 | kg | 0.11,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氨水,1.61,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,氨水 kg 台灣 環保署,氨水 | kg | 1.61,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
碳黑,1.5,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,碳黑 kg 台灣 環保署,碳黑 | kg | 1.5,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液氧,0.39,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,液氧 kg 台灣 環保署,液氧 | kg | 0.39,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氧氣,0.16,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,氧氣 kg 台灣 環保署,氧氣 | kg | 0.16,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
氫氣,6.97,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,氫氣 kg 台灣 環保署,氫氣 | kg | 6.97,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
乙炔,6.08,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,乙炔 kg 台灣 環保署,乙炔 | kg | 6.08,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
丁二烯,1.88,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,丁二烯 kg 台灣 環保署,丁二烯 | kg | 1.88,0,Taiwan EPA,2015,
丁二烯,1.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,丁二烯 kg 台灣 環保署,丁二烯 | kg | 1.75,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
丙烯,1.88,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,丙烯 kg 台灣 環保署,丙烯 | kg | 1.88,0,Taiwan EPA,2015,
丙烯,1.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,丙烯 kg 台灣 環保署,丙烯 | kg | 1.75,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
乙烯,1.88,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,乙烯 kg 台灣 環保署,乙烯 | kg | 1.88,0,Taiwan EPA,2015,
乙烯,1.75,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,乙烯 kg 台灣 環保署,乙烯 | kg | 1.75,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
甲基丙烯酸甲酯,3.93,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,甲基丙烯酸甲酯 kg 台灣 環保署,甲基丙烯酸甲酯 | kg | 3.93,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
發泡聚苯乙烯,1.96,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,發泡聚苯乙烯 kg 台灣 環保署,發泡聚苯乙烯 | kg | 1.96,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
高密度聚乙烯(HDPE),2.25,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,高密度聚乙烯(HDPE) kg 台灣 環保署,高密度聚乙烯(HDPE) | kg | 2.25,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氨基甲酸脂合成皮(乾式法),8.7,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,聚氨基甲酸脂合成皮(乾式法) kg 台灣 環保署,聚氨基甲酸脂合成皮(乾式法) | kg | 8.7,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氨基甲酸脂合成皮(濕式法),8.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,聚氨基甲酸脂合成皮(濕式法) kg 台灣 環保署,聚氨基甲酸脂合成皮(濕式法) | kg | 8.3,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
聚氨基甲酸乙酯樹脂,3.17,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,聚氨基甲酸乙酯樹脂 kg 台灣 環保署,聚氨基甲酸乙酯樹脂 | kg | 3.17,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
熱可塑性橡膠,3.6,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,熱可塑性橡膠 kg 台灣 環保署,熱可塑性橡膠 | kg | 3.6,0,Taiwan EPA,2015,
聚丁二烯橡膠,2.99,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,聚丁二烯橡膠 kg 台灣 環保署,聚丁二烯橡膠 | kg | 2.99,0,Taiwan EPA,2015,
丙烯腈-丁二烯橡膠,2.74,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,丙烯腈-丁二烯橡膠 kg 台灣 環保署,丙烯腈-丁二烯橡膠 | kg | 2.74,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
液化石油氣(於固定源使用，2013),2.34,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,液化石油氣(於固定源使用，2013) l 台灣 環保署,液化石油氣(於固定源使用，2013) | l | 2.34,0,Taiwan EPA,2015,
天然氣(於固定源使用，2013),2.59,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,天然氣(於固定源使用，2013) m3 台灣 環保署,天然氣(於固定源使用，2013) | m3 | 2.59,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
車用汽油(於移動源使用，2013),3.12,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,車用汽油(於移動源使用，2013) l 台灣 環保署,車用汽油(於移動源使用，2013) | l | 3.12,0,Taiwan EPA,2015,
車用汽油(於固定源使用，2013),3.03,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,車用汽油(於固定源使用，2013) l 台灣 環保署,車用汽油(於固定源使用，2013) | l | 3.03,0,Taiwan EPA,2015,
車用汽油(未燃燒，2013),0.69,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,車用汽油(未燃燒，2013) l 台灣 環保署,車用汽油(未燃燒，2013) | l | 0.69,0,Taiwan EPA,2015,
柴油(於移動源使用，2013),3.49,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,柴油(於移動源使用，2013) l 台灣 環保署,柴油(於移動源使用，2013) | l | 3.49,0,Taiwan EPA,2015,
柴油(於固定源使用，2013),3.46,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,柴油(於固定源使用，2013) l 台灣 環保署,柴油(於固定源使用，2013) | l | 3.46,0,Taiwan EPA,2015,
柴油(未燃燒，2013),0.76,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,柴油(未燃燒，2013) l 台灣 環保署,柴油(未燃燒，2013) | l | 0.76,0,Taiwan EPA,2015,
燃料油使用(蒸餘油/重油使用，2013),4.02,l,公升(L),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,燃料油使用(蒸餘油/重油使用，2013) l 台灣 環保署,燃料油使用(蒸餘油/重油使用，2013) | l | 4.02,0,Taiwan EPA,2015,
電力碳足跡(2013),0.66,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2015,環境部,1,電力碳足跡(2013) kwh 台灣 環保署,電力碳足跡(2013) | kwh | 0.66,1,MOENV CFP | Taiwan EPA,2015,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
T-12型熱敏CTP版(含顯影劑),8.39,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2014,太普高精密影像股份有限公司,1,T-12型熱敏CTP版(含顯影劑) m2 台灣 環保署,T-12型熱敏CTP版(含顯影劑) | m2 | 8.39,1,MOENV CFP | Taiwan EPA,2014,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
石英晶體諧振器車用電子零件(AM系列),0.09,顆,顆,Taiwan EPA,TW,Taiwan Local,2014,台灣晶技股份有限公司,1,石英晶體諧振器車用電子零件(AM系列) 顆 台灣 環保署,石英晶體諧振器車用電子零件(AM系列) | 顆 | 0.09,1,MOENV CFP | Taiwan EPA,2014,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
石英晶體諧振器車用電子零件(AB系列),0.09,顆,顆,Taiwan EPA,TW,Taiwan Local,2014,台灣晶技股份有限公司,1,石英晶體諧振器車用電子零件(AB系列) 顆 台灣 環保署,石英晶體諧振器車用電子零件(AB系列) | 顆 | 0.09,1,MOENV CFP | Taiwan EPA,2014,檢索索引已合併同名、同單位、同係數的重複列；原始資料仍保留於 tier1_unified.csv。
