_name_key,_unit_key,_factor_key,duplicate_group_rows,duplicate_sources,duplicate_years,duplicate_source_depts,duplicate_group_key
雞蛋,顆,0.162,2,MOENV CFP | Taiwan EPA,2018,臺南市環境保護局,雞蛋 | 顆 | 0.162
雙層瓦楞紙箱(AB楞，釘箱),m2,1.69,2,MOENV CFP | Taiwan EPA,2023,環境部,雙層瓦楞紙箱(AB楞，釘箱) | m2 | 1.69
原味關廟麵,包,1.85,2,MOENV CFP | Taiwan EPA,2017,合進商行關廟廠、臺南市政府環境保護局,原味關廟麵 | 包 | 1.85
雙層瓦楞紙箱(AB楞，貼箱),m2,1.33,2,MOENV CFP | Taiwan EPA,2023,環境部,雙層瓦楞紙箱(AB楞，貼箱) | m2 | 1.33
原生木漿影印紙,kg,4.244,2,MOENV CFP | Taiwan EPA,2014,環境部,原生木漿影印紙 | kg | 4.244
原生木漿影印紙,包,3.6,2,MOENV CFP | Taiwan EPA,2018,中華紙漿股份有限公司花蓮廠,原生木漿影印紙 | 包 | 3.6
雙層瓦楞紙箱(AB楞，加權平均),m2,1.46,2,MOENV CFP | Taiwan EPA,2023,環境部,雙層瓦楞紙箱(AB楞，加權平均) | m2 | 1.46
甲基丙烯酸甲酯,kg,3.93,2,MOENV CFP | Taiwan EPA,2015,環境部,甲基丙烯酸甲酯 | kg | 3.93
反應性黑色紡織染料(適用於印花染色，紙箱包裝),kg,12.9,2,MOENV CFP | Taiwan EPA,2017,臺灣永光化學工業股份有限公司,反應性黑色紡織染料(適用於印花染色，紙箱包裝) | kg | 12.9
反應性黑色紡織染料(適用於浸染、連續染色＆冷壓染色，紙箱包裝),kg,14.5,2,MOENV CFP | Taiwan EPA,2017,臺灣永光化學工業股份有限公司,反應性黑色紡織染料(適用於浸染、連續染色＆冷壓染色，紙箱包裝) | kg | 14.5
受阻胺光安定劑 (20L塑膠桶包裝),kg,5.51,2,MOENV CFP | Taiwan EPA,2017,臺灣永光化學工業股份有限公司,受阻胺光安定劑 (20L塑膠桶包裝) | kg | 5.51
受阻胺光安定劑 (53gal鐵桶包裝),kg,5.4,2,MOENV CFP | Taiwan EPA,2017,臺灣永光化學工業股份有限公司,受阻胺光安定劑 (53gal鐵桶包裝) | kg | 5.4
受阻胺光安定劑(1噸塑膠方桶包裝),kg,5.33,2,MOENV CFP | Taiwan EPA,2017,臺灣永光化學工業股份有限公司,受阻胺光安定劑(1噸塑膠方桶包裝) | kg | 5.33
可樂(寶特瓶裝，2L),瓶,0.644,2,MOENV CFP | Taiwan EPA,2017,環境部,可樂(寶特瓶裝，2L) | 瓶 | 0.644
可樂(寶特瓶裝，600ml),瓶,0.398,2,MOENV CFP | Taiwan EPA,2017,環境部,可樂(寶特瓶裝，600ml) | 瓶 | 0.398
台灣自來水(2011),m3,0.167,2,MOENV CFP | Taiwan EPA,2013,台灣自來水公司,台灣自來水(2011) | m3 | 0.167
台灣鯛,kg,2.29,2,MOENV CFP | Taiwan EPA,2016,衛生福利部食品藥物管理署,台灣鯛 | kg | 2.29
單層瓦楞紙箱(加權平均),m2,1.1,2,MOENV CFP | Taiwan EPA,2023,環境部,單層瓦楞紙箱(加權平均) | m2 | 1.1
門窗鋁框,kg,3.3,2,MOENV CFP | Taiwan EPA,2015,環境部,門窗鋁框 | kg | 3.3
化學熱磨機械紙漿,kg,1.59,2,MOENV CFP | Taiwan EPA,2018,經濟部工業局,化學熱磨機械紙漿 | kg | 1.59
壓克力樹脂,kg,2.29,2,MOENV CFP | Taiwan EPA,2019,環境部,壓克力樹脂 | kg | 2.29
銀行臨櫃服務,每服務人次,1.41,2,MOENV CFP | Taiwan EPA,2020,第一商業銀行股份有限公司,銀行臨櫃服務 | 每服務人次 | 1.41
團體膳食服務(不區分供應的對象) (2018),每人每餐,3.97,2,MOENV CFP | Taiwan EPA,2022,環境部,團體膳食服務(不區分供應的對象) (2018) | 每人每餐 | 3.97
團體膳食服務(不區分供應的對象) (2019),每人每餐,1.29,2,MOENV CFP | Taiwan EPA,2022,環境部,團體膳食服務(不區分供應的對象) (2019) | 每人每餐 | 1.29
地工沙腸袋(50kN/m×50kN/m),m2,1.062,2,MOENV CFP | Taiwan EPA/MOE,2025,盟鑫工業股份有限公司,地工沙腸袋(50kN/m×50kN/m) | m2 | 1.062
地質改良處理劑(50kg，紙袋裝),包,15.93,2,MOENV CFP | Taiwan EPA,2016,中聯資源股份有限公司,地質改良處理劑(50kg，紙袋裝) | 包 | 15.93
地質改良處理劑(50公斤，紙袋裝),包,18.2,2,MOENV CFP | Taiwan EPA,2022,中聯資源股份有限公司,地質改良處理劑(50公斤，紙袋裝) | 包 | 18.2
銀(未鍛造),kg,31.9,2,MOENV CFP | Taiwan EPA,2017,經濟部工業局,銀(未鍛造) | kg | 31.9
鉛(精鍊，未鍛造),kg,1.7,2,MOENV CFP | Taiwan EPA,2016,經濟部工業局,鉛(精鍊，未鍛造) | kg | 1.7
地質改良處理劑(太空袋裝),袋,363.0,2,MOENV CFP | Taiwan EPA,2022,中聯資源股份有限公司,地質改良處理劑(太空袋裝) | 袋 | 363.0
鉑,kg,7.1167,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,鉑 | kg | 7.1167
金牌台灣啤酒(600 ml，紙箱12瓶裝),箱,9.48,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(600 ml，紙箱12瓶裝) | 箱 | 9.48
金牌台灣啤酒(600 ml，紙箱12瓶裝),瓶,0.4,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(600 ml，紙箱12瓶裝) | 瓶 | 0.4
生鐵,kg,1.813,2,MOENV CFP | Taiwan EPA,2013,中國鋼鐵股份有限公司,生鐵 | kg | 1.813
多元氯化鋁,kg,3.57,2,MOENV CFP | Taiwan EPA,2014,經濟部工業局,多元氯化鋁 | kg | 3.57
多元氯化鋁(氧化還原置換法),kg,0.03,2,MOENV CFP | Taiwan EPA,2015,環境部,多元氯化鋁(氧化還原置換法) | kg | 0.03
多元氯化鋁(鋁灰鹽酸法),kg,0.5,2,MOENV CFP | Taiwan EPA,2015,環境部,多元氯化鋁(鋁灰鹽酸法) | kg | 0.5
多孔隙瀝青混凝土,kg,0.134,2,MOENV CFP | Taiwan EPA,2019,公路總局西部濱海公路南區臨時工程處,多孔隙瀝青混凝土 | kg | 0.134
多孔隙瀝青混凝土(混和料比例3.3％),kg,0.134,2,MOENV CFP | Taiwan EPA,2020,公路總局西部濱海公路南區臨時工程處,多孔隙瀝青混凝土(混和料比例3.3％) | kg | 0.134
金牌台灣啤酒(500 ml，紙箱24罐裝),罐,0.33,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(500 ml，紙箱24罐裝) | 罐 | 0.33
金牌台灣啤酒(500 ml ，紙箱24罐裝),箱,7.88,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(500 ml ，紙箱24罐裝) | 箱 | 7.88
多晶矽晶片,kg,175.0,2,MOENV CFP | Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,多晶矽晶片 | kg | 175.0
多晶矽晶碇,kg,39.1,2,MOENV CFP | Taiwan EPA,2017,環境部、中美矽晶製品股份有限公司宜蘭分公司,多晶矽晶碇 | kg | 39.1
金牌台灣啤酒(330 ml，紙箱24罐裝),罐,0.22,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(330 ml，紙箱24罐裝) | 罐 | 0.22
金牌台灣啤酒(330 ml，紙箱24罐裝),箱,5.3,2,MOENV CFP | Taiwan EPA,2016,環境部、台灣菸酒股份有限公司善化啤酒廠、中華航空公司,金牌台灣啤酒(330 ml，紙箱24罐裝) | 箱 | 5.3
銅箔,kg,12.4,2,MOENV CFP | Taiwan EPA,2017,環境部,銅箔 | kg | 12.4
銅箔基板(印刷電路板用),kg,8.18,2,MOENV CFP | Taiwan EPA,2013,經濟部工業局,銅箔基板(印刷電路板用) | kg | 8.18
鋁質水泥,kg,10.1,2,MOENV CFP | Taiwan EPA,2018,內政部營建署,鋁質水泥 | kg | 10.1
國際會議(交通),每人,0.0,2,MOENV CFP | Taiwan EPA/MOE,2014,國際貿易局,國際會議(交通) | 每人 | 0.0
鏡面無縫紙管,kg,2.39,2,MOENV CFP | Taiwan EPA,2018,環境部，聚冠紙器企業股份有限公司,鏡面無縫紙管 | kg | 2.39
鎂錠,kg,28.7,2,MOENV CFP | Taiwan EPA,2016,經濟部工業局,鎂錠 | kg | 28.7
生石灰,kg,1.25,2,MOENV CFP | Taiwan EPA,2015,經濟部工業局「103年製造業產品碳足跡輔導與推廣計畫」,生石灰 | kg | 1.25
生牛皮(含養牛階段),kg,4.86,2,MOENV CFP | Taiwan EPA,2018,經濟部工業局,生牛皮(含養牛階段) | kg | 4.86
錳(未經塑性加工),kg,6.98,2,MOENV CFP | Taiwan EPA,2017,經濟部工業局,錳(未經塑性加工) | kg | 6.98
鋼胚(電弧爐製程，不分型號),kg,0.678,2,MOENV CFP | Taiwan EPA,2017,公路總局蘇花公路改善工程處,鋼胚(電弧爐製程，不分型號) | kg | 0.678
鋼胚(電弧爐製程，SD420W),kg,0.729,2,MOENV CFP | Taiwan EPA,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,鋼胚(電弧爐製程，SD420W) | kg | 0.729
鋼胚(電弧爐製程，SD280W),kg,0.703,2,MOENV CFP | Taiwan EPA,2017,海光企業股份有限公司、公路總局西部濱海公路南區臨時工程處,鋼胚(電弧爐製程，SD280W) | kg | 0.703
鋼纖維噴凝土(255kgf/cm2),m3,433.0,2,MOENV CFP | Taiwan EPA,2017,公路總局蘇花公路改善工程處,鋼纖維噴凝土(255kgf/cm2) | m3 | 433.0
鋼筋混凝土用鋼筋(SD420W),kg,0.834,2,MOENV CFP | Taiwan EPA,2020,公路總局西部濱海公路南區臨時工程處,鋼筋混凝土用鋼筋(SD420W) | kg | 0.834
鋼筋混凝土用鋼筋(SD280W),kg,0.835,2,MOENV CFP | Taiwan EPA,2020,公路總局西部濱海公路南區臨時工程處,鋼筋混凝土用鋼筋(SD280W) | kg | 0.835
噴凝土(210kgf/cm2),m3,394.0,2,MOENV CFP | Taiwan EPA,2017,公路總局蘇花公路改善工程處,噴凝土(210kgf/cm2) | m3 | 394.0
鋼筋,kg,0.66,2,MOENV CFP | Taiwan EPA,2015,環境部,鋼筋 | kg | 0.66
