Record ID,原始採購／標案名稱,標準品名候選,官方財物次分類,產業分類候選,採購品類候選,Scope 3候選,採購機關,公開案號,公開日期,決標金額(元),官方回查網址,來源紀錄ID,資料狀態,人工覆核註記
RP-0001,連結桿等12項單價開口契約,連結桿等12項單價開口契約,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,臺北榮民總醫院,1130147K,2024-06-30,89694070,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614630.xml,BDM-1-70614630,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0002,113年臺南市政府教育局校園數位內容及教學軟體-PaGamO素養學習_中、英文素養題組帳號授權、英文單字小超人帳號授權財物採購案,113年臺南市政府教育局校園數位內容及教學軟體-PaGamO素養學習_中、英文素養題組帳號授權、英文單字小超人帳號授權財物,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,臺南市北區開元國民小學,kyes1122011,2024-06-30,2546130,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614645.xml,BDM-1-70614645,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0003,行政大樓空調設備及能源管理系統(EMS)設置案,行政大樓空調設備及能源管理系統(EMS)設置案,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,機械設備,機械／零組件,範疇3 類別1,國立東華大學,No113-0015,2024-06-30,30668652,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614668.xml,BDM-1-70614668,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0004,水晶體及預載植入器二年單價開口契約,水晶體及預載植入器二年單價開口契約,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,臺北榮民總醫院,1130202H,2024-06-30,15902250,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614674.xml,BDM-1-70614674,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0005,113年無線網路基地台更新,113年無線網路基地台更新,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立臺灣師範大學,NU311306130484,2024-06-30,3100000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614678.xml,BDM-1-70614678,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0006,苗栗縣113年校園數位內容與教學軟體-PaGamO閱讀素養_中文素養題組帳號授權採購案,苗栗縣113年校園數位內容與教學軟體-PaGamO閱讀素養_中文素養題組帳號授權,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,苗栗縣竹南鎮竹南國民小學,11306A04,2024-06-30,4305000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614683.xml,BDM-1-70614683,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0007,專案藥品1項(分10批交貨),專案藥品1項(分10批交貨),醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,臺中榮民總醫院,IT24017368-H,2024-06-30,380000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614704.xml,BDM-1-70614704,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0008,馬司血液淨化治療套組(或同等品),馬司血液淨化治療套組(或同等品),醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HJ13118P360,2024-06-30,6492465,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614711.xml,BDM-1-70614711,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0009,抑黴劑等試劑耗材乙批,抑黴劑等試劑耗材,基本化學產品,醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HE13262P059,2024-06-30,484848,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614713.xml,BDM-1-70614713,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0010,礱穀機械設備新建工程,礱穀機械設備新建工程,農業或林業機具及其零件,機械設備,機械／零組件,範疇3 類別1,線西鄉農會,1130517-01,2024-06-30,6880000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614716.xml,BDM-1-70614716,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0011,113學年度各年級空白簿本及美勞材料採購案,113學年度各年級空白簿本及美勞材料,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,高雄市鳳山區鳳西國民小學,FXP1130602,2024-06-30,991773,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614728.xml,BDM-1-70614728,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0012,微量離心管等試劑耗材乙批,微量離心管等試劑耗材,基本化學產品,醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HE13265P060,2024-06-30,341200,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614730.xml,BDM-1-70614730,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0013,麻醉機、病床及隧道式血壓計3項醫療設備,麻醉機、病床及隧道式血壓計3項醫療設備,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,臺北榮民總醫院蘇澳分院,sa113316,2024-06-30,180000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614742.xml,BDM-1-70614742,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0014,皮下針電極-雙針頭(或同等品),皮下針電極-雙針頭(或同等品),醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HJ13295P387,2024-06-30,936000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614762.xml,BDM-1-70614762,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0015,113年度「小型消防車1輛」財物採購案,113年度「小型消防車1輛」財物,其他通用機具,機械設備,機械／零組件,範疇3 類別1,澎湖縣政府消防局,113-021,2024-06-30,5000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614764.xml,BDM-1-70614764,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0016,洗衣機,洗衣機,家用電器及其零件,其他產業,其他財物,範疇3 類別1,臺灣銀行股份有限公司,LP5-113002,2024-06-30,50000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614765.xml,BDM-1-70614765,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0017,113年大湳廠鳶山堰1350原水水量計改善更新,113年大湳廠鳶山堰1350原水水量計改善更新,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,儀器光電,儀器／光學設備,範疇3 類別1,台灣自來水股份有限公司第二區管理處,WR13-02042K-01,2024-06-30,2660192,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614775.xml,BDM-1-70614775,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0018,113年採購長臂剪枝機等一批,113年採購長臂剪枝機等,農業或林業機具及其零件,機械設備,機械／零組件,範疇3 類別1,金門縣採購招標所,N113220920125,2024-06-30,608400,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614781.xml,BDM-1-70614781,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0019,113學年度第1學期美勞材料採購,113學年度第1學期美勞材料採購,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,臺北市北投區立農國民小學,1130012,2024-06-30,313053,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614792.xml,BDM-1-70614792,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0020,鋁合金床架等5項,鋁合金床架等5項,傢具,金屬加工,金屬／五金,範疇3 類別1,國防部海軍司令部,PS13030P082,2024-06-30,25686750,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614796.xml,BDM-1-70614796,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0021,羅莎機械手臂導航手術系統租賃採購案,羅莎機械手臂導航手術系統租賃,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,高雄榮民總醫院,RP-12060,2024-06-30,29750000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614800.xml,BDM-1-70614800,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0022,113-117年度高雄市公有路邊停車開單設備租賃及維運案,113-117年度高雄市公有路邊停車開單設備租賃及維運案,其他特殊用途之機具及其零件,機械設備,機械／零組件,範疇3 類別1,高雄市政府交通局,113052,2024-06-30,35569800,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614806.xml,BDM-1-70614806,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0023,113年光復校區館舍網路線路更新一批,113年光復校區館舍網路線路更新,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立陽明交通大學,D113013,2024-06-30,3000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614815.xml,BDM-1-70614815,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0024,「檢驗用試劑耗材及農藥標準品」壹批,「檢驗用試劑耗材及農藥標準品」,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,國立虎尾科技大學,B113082,2024-06-30,1750000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614817.xml,BDM-1-70614817,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0025,直立式電催化製氫鍍膜設備機構製作,直立式電催化製氫鍍膜設備機構製作,其他特殊用途之機具及其零件,機械設備,機械／零組件,範疇3 類別1,國家原子能科技研究院,NS1130297,2024-06-30,8260000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614818.xml,BDM-1-70614818,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0026,113學年度學校外訂午餐(含後續擴充)採購案,113學年度學校外訂午餐(含後續擴充),"穀粉,澱粉及澱粉製品;其他食品",食品農產,食品／農產,範疇3 類別1,彰化縣立秀水國民中學,1130601,2024-06-30,9240000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614829.xml,BDM-1-70614829,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0027,空氣品質監測站監測儀器設備一批,空氣品質監測站監測儀器設備,電力傳輸、控制設備及其零件,電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司南部發電廠,3301300024,2024-06-30,4987500,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614861.xml,BDM-1-70614861,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0028,113年度下半年嘉義地區矯正機關收容人副食品聯合採購案(雜貨蔬果及蛋品組),113年度下半年嘉義地區矯正機關收容人副食品聯合採購案(雜貨蔬果及蛋品組),"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,法務部矯正署嘉義監獄,113-05-31-02-2,2024-06-30,34145290,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614865.xml,BDM-1-70614865,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0029,113年度下半年嘉義地區矯正機關收容人副食品聯合採購案(冷凍肉品及魚肉組),113年度下半年嘉義地區矯正機關收容人副食品聯合採購案(冷凍肉品及魚肉組),"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,法務部矯正署嘉義監獄,113-05-31-02-3,2024-06-30,11674200,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614867.xml,BDM-1-70614867,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0030,EMU500型頂內封環等3項用料,EMU500型頂內封環等3項用料,鐵路及電車軌道之機車及其零件,其他產業,其他財物,範疇3 類別1,國營臺灣鐵路股份有限公司,113LC0029G,2024-06-30,20050800,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614886.xml,BDM-1-70614886,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0031,日用煤倉控制盤冷卻裝置備品一批,日用煤倉控制盤冷卻裝置備品,其他電力設備及零件,電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司大林發電廠,3401300080,2024-06-30,2362500,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614889.xml,BDM-1-70614889,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0032,113-115年機器人小組72項醫材單價合約招標案,113-115年機器人小組72項醫材單價合約招標案,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,國立臺灣大學醫學院附設醫院,TM130320,2024-06-30,99931196,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614893.xml,BDM-1-70614893,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0033,113年度學員宿舍廣播系統汰換採購案,113年度學員宿舍廣播系統汰換,"收音機、電視,通訊器材及儀器",電子通訊,通訊／電子設備,範疇3 類別1,勞動部勞動力發展署中彰投分署,tcnr1130063,2024-06-30,976000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614901.xml,BDM-1-70614901,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0034,放射診斷部Canon數位X光機維修案,放射診斷部Canon數位X光機維修案,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HJ132787P389,2024-06-30,327600,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614912.xml,BDM-1-70614912,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0035,南投縣立名間國民中學「113學年度營養午餐公辦民營廠商評選」採購案,南投縣立名間國民中學「113學年度營養午餐公辦民營廠商評選」,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,南投縣立名間國民中學,113061901F,2024-06-30,4400000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614918.xml,BDM-1-70614918,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0036,113學年度畢業紀念冊採購,113學年度畢業紀念冊採購,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,新竹市北區民富國民小學,mfps1130626,2024-06-30,360220,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614929.xml,BDM-1-70614929,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0037,113年花蓮市民代表會機關首長座車(電動車)及充電設備採購,113年花蓮市民代表會機關首長座車(電動車)及充電設備採購,"機動車,拖車,半拖車;車輛機件",運輸設備,車輛／運輸設備,範疇3 類別1,花蓮縣花蓮市公所,11300013245,2024-06-30,1830000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614947.xml,BDM-1-70614947,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0038,外復進簧等38項,外復進簧等38項,結構金屬產品及其零件,金屬加工,金屬／五金,範疇3 類別1,國防部軍備局生產製造中心,JE13222P209,2024-06-30,2959085,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614948.xml,BDM-1-70614948,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0039,總辦公廳會議室麥克風及視訊系統規劃建置,總辦公廳會議室麥克風及視訊系統規劃建置,"收音機、電視,通訊器材及儀器",電子通訊,通訊／電子設備,範疇3 類別1,經濟部水利署北區水資源分署,113pb11,2024-06-30,1320000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614957.xml,BDM-1-70614957,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0040,新竹臺大分院內視鏡主機及鏡子一批,新竹臺大分院內視鏡主機及鏡子,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,國立臺灣大學醫學院附設醫院,HC-A23005,2024-06-30,15864000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614964.xml,BDM-1-70614964,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0041,113年度平台鋼琴財物採購案,113年度平台鋼琴財物,樂器,金屬加工,金屬／五金,範疇3 類別1,臺北市立復興高級中學,A11314,2024-06-30,1510000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614966.xml,BDM-1-70614966,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0042,彰化縣和美鎮培英國民小學附設幼兒園113學年度午餐、點心生鮮食材委外供應採購,彰化縣和美鎮培英國民小學附設幼兒園113學年度午餐、點心生鮮食材委外供應採購,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,彰化縣和美鎮培英國民小學,11306-02,2024-06-30,536250,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614970.xml,BDM-1-70614970,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0043,113年總院及癌醫中心分院機器人小組72項醫材單價合約招標案,113年總院及癌醫中心分院機器人小組72項醫材單價合約招標案,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,國立臺灣大學醫學院附設醫院,UM130760,2024-06-30,13895402,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614976.xml,BDM-1-70614976,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0044,UPS控制卡片一批,UPS控制卡片,電力傳輸、控制設備及其零件,電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司台中發電廠,3711300208,2024-06-30,10500000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614979.xml,BDM-1-70614979,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0045,無切削液高速切齒系統強力刮齒連續切齒機,無切削液高速切齒系統強力刮齒連續切齒機,"工具機,其零件及附件",其他產業,其他財物,範疇3 類別1,國立中正大學,A1130619-3,2024-06-30,13000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614987.xml,BDM-1-70614987,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0046,113年微軟授權系統軟體環境建置採購案,113年微軟授權系統軟體環境建置,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立高雄科技大學,T113IC000037-L5,2024-06-30,9400000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70614999.xml,BDM-1-70614999,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0047,液體硫酸鋁乙批第1次後續擴充續約(契約變更),液體硫酸鋁乙批第1次後續擴充續約(契約變更),基本化學產品,金屬加工,金屬／五金,範疇3 類別1,台灣自來水股份有限公司第六區管理處,1123A12A-1,2024-06-30,138600,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615006.xml,BDM-1-70615006,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0048,中央生理監視器(12床)等案,中央生理監視器(12床)等案,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,國防醫學院,HJ13112P304,2024-06-30,8050000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615027.xml,BDM-1-70615027,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0049,113學年度上學期學習材料採購,113學年度上學期學習材料採購,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,新竹市北區民富國民小學,mfps11306262,2024-06-30,929742,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615028.xml,BDM-1-70615028,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0050,113學年度幼兒園餐點食材採購案,113學年度幼兒園餐點食材,"穀粉,澱粉及澱粉製品;其他食品",食品農產,食品／農產,範疇3 類別1,臺北市萬華區東園國民小學,11310,2024-06-30,929530,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615045.xml,BDM-1-70615045,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0051,113年里鄰長為民服務工作服及環保志工隊工作服、工作鞋採購案,113年里鄰長為民服務工作服及環保志工隊工作服、工作鞋,"成衣,毛皮服裝除外",民生製造,家具／紡織用品,範疇3 類別1,桃園市八德區公所,BBA1130520,2024-06-30,4643100,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615052.xml,BDM-1-70615052,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0052,高效率區控型變頻多聯溫控系統設備,高效率區控型變頻多聯溫控系統設備,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,機械設備,機械／零組件,範疇3 類別1,農業部種苗改良繁殖場,113B029-B,2024-06-30,9000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615054.xml,BDM-1-70615054,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0053,113年冷氣設備更新案,113年冷氣設備更新案,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,機械設備,機械／零組件,範疇3 類別1,國防醫學院,HJ13424P314,2024-06-30,1357000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615055.xml,BDM-1-70615055,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0054,伸仁國民小學113學年度午餐食材(不含調味品）,伸仁國民小學113學年度午餐食材(不含調味品）,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,彰化縣伸港鄉伸仁國民小學,1130601,2024-06-30,696000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615056.xml,BDM-1-70615056,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0055,日新國小113學年度學校外訂午餐採購案,日新國小113學年度學校外訂午餐,"穀粉,澱粉及澱粉製品;其他食品",食品農產,食品／農產,範疇3 類別1,彰化縣福興鄉日新國民小學,1030628,2024-06-30,1215900,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615059.xml,BDM-1-70615059,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0056,第54屆全國技能競賽-冷凍空調職類水電材料類採購,第54屆全國技能競賽-冷凍空調職類水電材料類採購,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,機械設備,機械／零組件,範疇3 類別1,臺北市立南港高級工業職業學校,113A06,2024-06-30,822609,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615063.xml,BDM-1-70615063,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0057,113學年度午餐食材供應採購,113學年度午餐食材供應採購,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,臺中市立四育國民中學,1130531,2024-06-30,16840000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615064.xml,BDM-1-70615064,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0058,113年度屏東縣九如鄉公所購置11噸抓斗車(11噸傾卸式框式附加吊桿或同等規格)採購,113年度屏東縣九如鄉公所購置11噸抓斗車(11噸傾卸式框式附加吊桿或同等規格)採購,其他運輸設備及其零件,運輸設備,車輛／運輸設備,範疇3 類別1,屏東縣九如鄉公所,1130503,2024-06-30,4500000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615066.xml,BDM-1-70615066,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0059,112學年度偏遠地區學校及非山非市學校整合性計畫第2期資本門設備採購案,112學年度偏遠地區學校及非山非市學校整合性計畫第2期資本門設備,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,新北市立欽賢國民中學,cejh113-0620,2024-06-30,280000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615072.xml,BDM-1-70615072,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0060,筆記型電腦45台採購案,筆記型電腦45台,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,德明財經科技大學,TKM11302,2024-06-30,1620000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615075.xml,BDM-1-70615075,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0061,冷凝水泵及備品,冷凝水泵及備品,電力傳輸、控制設備及其零件,電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司南部發電廠,3301300028,2024-06-30,34650000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-1-70615082.xml,BDM-1-70615082,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
