Record ID,原始採購／標案名稱,標準品名候選,官方財物次分類,產業分類候選,採購品類候選,Scope 3候選,採購機關,公開案號,公開日期,決標金額(元),官方回查網址,來源紀錄ID,資料狀態,人工覆核註記
RP-0426,駐德國代表處館舍租約續約案,駐德國代表處館舍租約續約案,建地及相關土地,其他產業,其他財物,範疇3 類別1,駐外機構,DEU113017,2024-07-02,212058034,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617560.xml,BDM-1-70617560,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0427,藥品一批採購案,藥品一批,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,國立臺灣大學醫學院附設醫院,11300-0003-0620,2024-07-02,330000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617561.xml,BDM-1-70617561,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0428,113年度暑假期間運動團隊學生午餐財物採購,113年度暑假期間運動團隊學生午餐,"穀粉,澱粉及澱粉製品;其他食品",食品農產,食品／農產,範疇3 類別1,苗栗縣苑裡鎮苑裡國民小學,1130601,2024-07-02,264000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617565.xml,BDM-1-70617565,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0429,113學年度第1學期教科書採購,113學年度第1學期教科書採購,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,國立土庫高級商工職業學校,113-866,2024-07-02,3825000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617600.xml,BDM-1-70617600,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0430,113年身心障礙學生交通車採購案,113年身心障礙學生交通車,"機動車,拖車,半拖車;車輛機件",運輸設備,車輛／運輸設備,範疇3 類別1,新北市立安康高級中學,11308b-1,2024-07-02,1510000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617602.xml,BDM-1-70617602,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0431,內視鏡、腹腔鏡等手術衛材一批採購案,內視鏡、腹腔鏡等手術衛材一批,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,臺北市立聯合醫院,113FE01,2024-07-02,41361245,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617605.xml,BDM-1-70617605,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0432,UNSN06030合金鋼板,UNSN06030合金鋼板,結構金屬產品及其零件,金屬加工,金屬／五金,範疇3 類別1,台灣中油股份有限公司煉製事業部桃園煉油廠,I8I13G001,2024-07-02,4128556,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617607.xml,BDM-1-70617607,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0433,SASIB軟包機零組件壹批(計32項),SASIB軟包機零組件壹批(計32項),其他特殊用途之機具及其零件,機械設備,機械／零組件,範疇3 類別1,臺灣菸酒股份有限公司臺北菸廠,113-0210-2-012,2024-07-02,4011756,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617610.xml,BDM-1-70617610,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0434,113年度工作服,113年度工作服,"成衣,毛皮服裝除外",其他產業,其他財物,範疇3 類別1,臺北市建築管理工程處,11328,2024-07-02,857896,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617611.xml,BDM-1-70617611,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0435,113年下半年收容人副食品-加工類,113年下半年收容人副食品-加工類,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,法務部矯正署泰源監獄,113T015,2024-07-02,3375100,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617623.xml,BDM-1-70617623,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0436,113年度工作雨衣褲、雨鞋統一採購案,113年度工作雨衣褲、雨鞋統一,"成衣,毛皮服裝除外",民生製造,家具／紡織用品,範疇3 類別1,臺北市政府工務局公園路燈工程管理處,113F023,2024-07-02,2033796,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617626.xml,BDM-1-70617626,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0437,馬祖區營業處西莒電廠1500kW緊供發電機組租賃案(含安裝)(後續擴充),馬祖區營業處西莒電廠1500kW緊供發電機組租賃案(含安裝)(後續擴充),其他電力設備及零件,電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司馬祖區營業處,1241100003-1,2024-07-02,16200000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617630.xml,BDM-1-70617630,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0438,113年下半年收容人副食品-蔬菜類,113年下半年收容人副食品-蔬菜類,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,法務部矯正署泰源監獄,113T016,2024-07-02,2300000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617631.xml,BDM-1-70617631,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0439,彰化縣113學年度D4群午餐生鮮食材聯合採購(後續擴充),彰化縣113學年度D4群午餐生鮮食材聯合採購(後續擴充),"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,彰化縣溪州鄉三條國民小學,steps11302,2024-07-02,2100000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617634.xml,BDM-1-70617634,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0440,新北市立新店高中113學年度第一學期教科書採購案,新北市立新店高中113學年度第一學期教科書,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,新北市立新店高級中學,1130605,2024-07-02,6701130,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617639.xml,BDM-1-70617639,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0441,思科IdentityServiceEngine一批,思科IdentityServiceEngine,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,台灣中油股份有限公司,Q5813B179,2024-07-02,200254,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617640.xml,BDM-1-70617640,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0442,卜特蘭石灰石水泥(PLC)低碳混凝土耐震性能研究之實驗儀器使用及相關技術支援壹式,卜特蘭石灰石水泥(PLC)低碳混凝土耐震性能研究之實驗儀器使用及相關技術支援壹式,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,儀器光電,儀器／光學設備,範疇3 類別1,國立成功大學,113-02-091,2024-07-02,499800,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617650.xml,BDM-1-70617650,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0443,特殊不鏽鋼法蘭閘閥一批,特殊不鏽鋼法蘭閘閥,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",機械設備,機械／零組件,範疇3 類別1,台灣中油股份有限公司煉製事業部桃園煉油廠,I8I13J010,2024-07-02,2639506,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617668.xml,BDM-1-70617668,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0444,113年天生國小校園女兒牆欄杆安全補強計畫,113年天生國小校園女兒牆欄杆安全補強計畫,"銅,鎳,鋁,氧化鋁,鉛,鋅及錫或其合金之半製品",金屬加工,金屬／五金,範疇3 類別1,新北市淡水區天生國民小學,tisnes1130613,2024-07-02,389160,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617669.xml,BDM-1-70617669,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0445,113年度臺中市協助弱勢婦女及家庭消弭月經貧窮計畫生理用品採購案,113年度臺中市協助弱勢婦女及家庭消弭月經貧窮計畫生理用品,未明列於其他章節之化學產品,化工塑橡膠,化學品／塑橡膠,範疇3 類別1,臺中市政府社會局,1130529500-05,2024-07-02,2250000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617671.xml,BDM-1-70617671,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0446,非全時公務車租賃,非全時公務車租賃,"機動車,拖車,半拖車;車輛機件",運輸設備,車輛／運輸設備,範疇3 類別1,中華郵政股份有限公司桃園郵局,E113015,2024-07-02,583200,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617676.xml,BDM-1-70617676,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0447,過渡金屬離子鹼性沉澱反應系統一批,過渡金屬離子鹼性沉澱反應系統,其他特殊用途之機具及其零件,機械設備,機械／零組件,範疇3 類別1,台灣中油股份有限公司,N1E13A025,2024-07-02,4200000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617678.xml,BDM-1-70617678,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0448,臺中港三號碼頭配電站暨部分管道及電力改善,臺中港三號碼頭配電站暨部分管道及電力改善,電力傳輸、控制設備及其零件,電機電控,電力設備／電材,範疇3 類別1,臺灣港務股份有限公司臺中港務分公司,A2P240211,2024-07-02,11768228,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617682.xml,BDM-1-70617682,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0449,台電萬隆聯合辦公大樓7間會議室視聽設備採購含安裝,台電萬隆聯合辦公大樓7間會議室視聽設備採購含安裝,"光學儀器,攝影設備及其零件與附件",儀器光電,儀器／光學設備,範疇3 類別1,台灣電力股份有限公司台北供電區營運處,4701300021,2024-07-02,31500000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617684.xml,BDM-1-70617684,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0450,113學年度學校午餐外訂桶餐/盒餐採購案,113學年度學校午餐外訂桶餐/盒餐,"穀粉,澱粉及澱粉製品;其他食品",食品農產,食品／農產,範疇3 類別1,臺北市北投區石牌國民小學,SP11312,2024-07-02,19500000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617699.xml,BDM-1-70617699,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0451,天輪#5機冷卻水泵採購及檢修含安裝,天輪#5機冷卻水泵採購及檢修含安裝,"電動機,發電機,變壓器及其附件",電機電控,電力設備／電材,範疇3 類別1,台灣電力股份有限公司大甲溪發電廠,2551300018,2024-07-02,1575000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617702.xml,BDM-1-70617702,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0452,伺服器貳台,伺服器貳台,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立成功大學,113-01-072,2024-07-02,1757000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617705.xml,BDM-1-70617705,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0453,台北校區自強大樓網路設備採購案,台北校區自強大樓網路設備,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立臺北大學,NTP113-P031,2024-07-02,5743793,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617706.xml,BDM-1-70617706,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0454,「112學年度契約屆滿之非營利幼兒園永續經營之房舍修繕及設施設備改善、維護與購置計畫」,「112學年度契約屆滿之非營利幼兒園永續經營之房舍修繕及設施設備改善、維護與購置計畫」,其他製造商品,其他產業,其他財物,範疇3 類別1,桃園市龜山區文華國民小學,c0813-11311,2024-07-02,1366620,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617713.xml,BDM-1-70617713,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0455,程序升溫總有機碳分析儀1套,程序升溫總有機碳分析儀1套,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,儀器光電,儀器／光學設備,範疇3 類別1,國立中興大學,AT-113007,2024-07-02,2500000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617719.xml,BDM-1-70617719,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0456,嘉義縣立中埔國民中學113學年度學生午餐團膳採購,嘉義縣立中埔國民中學113學年度學生午餐團膳採購,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,嘉義縣立中埔國民中學,cpjh113005,2024-07-02,2976750,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617724.xml,BDM-1-70617724,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0457,高中英語文口說及寫作遊戲開發與推廣計畫之Gradingly人工智能寫作學習系統租賃,高中英語文口說及寫作遊戲開發與推廣計畫之Gradingly人工智能寫作學習系統租賃,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國立彰化師範大學,CCT1130507-2,2024-07-02,1800000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617725.xml,BDM-1-70617725,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0458,環保碳粉匣等35項,環保碳粉匣等35項,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,國防部陸軍司令部,GM13259P169,2024-07-02,1616580,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617729.xml,BDM-1-70617729,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0459,四輕丁二烯C5101-1/2機械軸封(廠牌：EAGLEBURGMANN)一批,四輕丁二烯C5101-1/2機械軸封(廠牌：EAGLEBURGMANN),"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",機械設備,機械／零組件,範疇3 類別1,台灣中油股份有限公司,U8D13R012,2024-07-02,14220129,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617742.xml,BDM-1-70617742,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0460,嘉義市立民生國民中學113學年度新生制服及運動服採購,嘉義市立民生國民中學113學年度新生制服及運動服採購,"成衣,毛皮服裝除外",其他產業,其他財物,範疇3 類別1,嘉義市立民生國民中學,20240605,2024-07-02,1727855,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617748.xml,BDM-1-70617748,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0461,113學年度第1學期簿本及美勞材料採購,113學年度第1學期簿本及美勞材料採購,其他製造商品,其他產業,其他財物,範疇3 類別1,新北市三峽區龍埔國民小學,L113-0702,2024-07-02,860000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617750.xml,BDM-1-70617750,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0462,42吋不鏽鋼巨型三通一件,42吋不鏽鋼巨型三通一件,結構金屬產品及其零件,金屬加工,金屬／五金,範疇3 類別1,台灣中油股份有限公司,U8F13J014,2024-07-02,2454900,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617754.xml,BDM-1-70617754,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0463,心臟外科用耗材乙項(含設備)(開口契約),心臟外科用耗材乙項(含設備)(開口契約),醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,高雄榮民總醫院,MP13014,2024-07-02,30360000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617765.xml,BDM-1-70617765,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0464,外科拋棄式息肉切除器等衛材8項(開口契約),外科拋棄式息肉切除器等衛材8項(開口契約),醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,高雄市立民生醫院,KMSH13083,2024-07-02,4036700,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617781.xml,BDM-1-70617781,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0465,113學年度幼兒餐點食材供應採購,113學年度幼兒餐點食材供應採購,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,臺中市立梧棲幼兒園,1130520,2024-07-02,3895760,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617793.xml,BDM-1-70617793,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0466,蘇澳港區船舶智慧追踨監控系統建置案,蘇澳港區船舶智慧追踨監控系統建置案,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,儀器光電,儀器／光學設備,範疇3 類別1,臺灣港務股份有限公司基隆港務分公司,A1P240531,2024-07-02,9990643,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617798.xml,BDM-1-70617798,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0467,113年度飛灰/底灰輸灰系統閥件等一批,113年度飛灰/底灰輸灰系統閥件等,"幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",機械設備,機械／零組件,範疇3 類別1,台灣電力股份有限公司林口發電廠,3201300081,2024-07-02,35000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617799.xml,BDM-1-70617799,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0468,113~114年儀器管件長約,113~114年儀器管件長約,結構金屬產品及其零件,儀器光電,儀器／光學設備,範疇3 類別1,台灣中油股份有限公司煉製事業部桃園煉油廠,I7313D010,2024-07-02,3835241,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617802.xml,BDM-1-70617802,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0469,澎湖縣政府警察局113年度治安要點錄影監視系統後續擴充增置案,澎湖縣政府警察局113年度治安要點錄影監視系統後續擴充增置案,"光學儀器,攝影設備及其零件與附件",儀器光電,儀器／光學設備,範疇3 類別1,澎湖縣政府警察局,113-C207-05-01,2024-07-02,1212640,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617808.xml,BDM-1-70617808,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0470,113年屏藝經典-典藏藝術品購置（雷斌作品）,113年屏藝經典-典藏藝術品購置（雷斌作品）,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,屏東縣政府,B094-1130702-02,2024-07-02,185500,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617816.xml,BDM-1-70617816,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0471,封口劑(防水膠)等10項,封口劑(防水膠)等10項,未明列於其他章節之化學產品,化工塑橡膠,化學品／塑橡膠,範疇3 類別1,國防部海軍司令部,PK13018P048,2024-07-02,2322252,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617817.xml,BDM-1-70617817,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0472,連續抽取式60抽盒裝面紙採購,連續抽取式60抽盒裝面紙採購,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,台灣糖業股份有限公司油品事業部,A1130617,2024-07-02,9860000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617836.xml,BDM-1-70617836,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0473,黴漿菌肺炎試劑等二組試劑檢驗科衛材採購案,黴漿菌肺炎試劑等二組試劑檢驗科衛材,"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,臺北市立聯合醫院,113C07,2024-07-02,6640000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617847.xml,BDM-1-70617847,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0474,1樓東側中繼站機櫃搬遷,1樓東側中繼站機櫃搬遷,計算機及其零件與配件,資訊電子,資訊設備／軟體,範疇3 類別1,高雄榮民總醫院,MLP13058,2024-07-02,2025000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617849.xml,BDM-1-70617849,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0475,汰換垃圾場北側電力開關箱、航機務大樓老舊變壓器及採購電動機等維護修繕工具等財物採購,汰換垃圾場北側電力開關箱、航機務大樓老舊變壓器及採購電動機等維護修繕工具等,"電動機,發電機,變壓器及其附件",電機電控,電力設備／電材,範疇3 類別1,交通部民用航空局臺南航空站,11309,2024-07-02,2557000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617851.xml,BDM-1-70617851,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0476,槽鋼,槽鋼,結構金屬產品及其零件,金屬加工,金屬／五金,範疇3 類別1,台灣中油股份有限公司,C1213D035,2024-07-02,5684448,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617865.xml,BDM-1-70617865,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0477,法務部矯正署所屬臺北地區矯正機關113年下半年度收容人副食品聯合採購-加工食品類,法務部矯正署所屬臺北地區矯正機關113年下半年度收容人副食品聯合採購-加工食品類,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,法務部矯正署臺北看守所,TPD1130417-1,2024-07-02,32269100,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617871.xml,BDM-1-70617871,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0478,113學年度學校午餐食材採購,113學年度學校午餐食材採購,"肉類,魚,果實,蔬菜,及油脂",食品農產,食品／農產,範疇3 類別1,嘉義市立玉山國民中學,113007,2024-07-02,4932720,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617878.xml,BDM-1-70617878,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0479,儲備用O型口蹄疫不活化疫苗,儲備用O型口蹄疫不活化疫苗,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,農業部獸醫研究所,HC-113-0373,2024-07-02,6800000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617884.xml,BDM-1-70617884,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0480,文湖線暨貓空纜車閉路電視不斷電設備電池採購,文湖線暨貓空纜車閉路電視不斷電設備電池採購,蓄電池、一次性電池及其零件,電子通訊,通訊／電子設備,範疇3 類別1,臺北大眾捷運股份有限公司,C13A03567,2024-07-02,1121027,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617892.xml,BDM-1-70617892,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0481,桃園市政府社會局實物代券實施計畫禮券採購案,桃園市政府社會局實物代券實施計畫禮券,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,桃園市政府工務局,1130507-3,2024-07-02,6300000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617931.xml,BDM-1-70617931,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0482,113年度1L-58.8度福鶴千禧酒禮盒及提袋,113年度1L-58.8度福鶴千禧酒禮盒及提袋,"紙漿,紙及紙產品;印刷品及相關的商品",包材印刷,紙品／印刷／包材,範疇3 類別1,金門酒廠實業股份有限公司,1130006945,2024-07-02,3986630,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240703&fn=BDM-1-70617938.xml,BDM-1-70617938,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0483,屏東榮民總醫院112年資本門設備乙案(彩色光譜電腦斷層+高壓注射器+病患生理監視器),屏東榮民總醫院112年資本門設備乙案(彩色光譜電腦斷層+高壓注射器+病患生理監視器),"醫療,外科及矯形設備",醫療生技,醫療用品／藥品,範疇3 類別1,屏東榮民總醫院,PTLDP12007,2024-06-30,68000000,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240701&fn=BDM-2-70342317.xml,BDM-2-70342317,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
RP-0484,屏東榮民總醫院常備衛材等8項,屏東榮民總醫院常備衛材等8項,醫藥產品,醫療生技,醫療用品／藥品,範疇3 類別1,屏東榮民總醫院,SP12999,2024-07-01,75686249,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20240702&fn=BDM-2-70451805.xml,BDM-2-70451805,真實公開決標紀錄,標準品名、產業與Scope 3為規則式候選，需人工覆核
